board,winner
XXXXXO  OXOOXX OXX XOOOXXOOXOXXOOOXXOOX O OOO  O O XXXX    X OOXOX OOOX OOXXX  XO,0
OOOXOXOOXOXXOXOOOXXXOXOOXOXOXOXX XXOXOXOXOO OOXOXO XXXXOOXXX XOOXOOXOXXOOXXXXXOOO,1
OO O XX XOOO XOOXXOX X  XXXX XO  XXXX  OOOOXXX OXOOX XOOO XO XOXX  O  X OO OO OX ,1
XXXXXXOXXXXOOOXXOOOOOOXXXXOXXOXXXOOXOOOXOXXOOXOXXOXOOOO XOXOXOXXXOOOOXXXOOOOOXXOO,0
OXXXOXOXO XXXOOXOXOXXOOOXOXOXX  O OOXOXXXOOOXXOOXXXOOOOOXXXOO OXOXXXOXOOXXOOOXXX ,1
OOOXXO OOOOXXXXOOXXXO XXOXXXOXOXOOOX O OOOXOOXXOXOXXXOXOXXOOXOXXOXXOXXO OOXXXOOOX,0
OOXO  OXXXXOOXOOOOXXXXXOXOXOOOXXOOOXXOXOXOXOXOXXXXXOOXXXOOXXOXXOO OOXOOX OXOXXOXO,1
OOOXXOOOOO XXOXOXXOXXXOXXOOXOXOOXXOOOXXXOXXXXOOXXOXOXOOOXXOXOOXXOOOXXXOXXOOOOXXOX,0
XX X   X X  XOXXOXOXX O  XXOOX  OOXXOOXOO X XOOXXOOOOO  XOX OXX XXOOOO  XOOXOOOXX,1
OOXXOX  XXXOOXXOXXOXOOOXX OXOOOOXOOX OOXOXXOOOXOXXOXOXXOOOOOXXOX XXXXXOOX XOXXXOO,1
OOX XOXOOO XX X XO X OOX XOXXOXXOOO O XXX XXOOX OXO  XXOOXOO XXXOOXXXOXOOOXOOXOXO,1
X O OXXOO  XXOXX  OOXOXOXX OXXOOOOX XX OXXXOO  XXOX OOOOOOXXXXXOXOOX  O O OX OX X,1
OOO  O OXOXX OOOXOXOXO XOX X O XOOXOOOXOOXOXOOX X X X X OXO XOOXOOXOXXX  XXXXXXXO,1
XOOXOXXOXXOXXOXXOOO XXXOXO XOOOX O X OXXOOOOXOXO  XOOXOXX  XOX XX  OOOXXXOXXXOOOO,1
XXOXOXOOXXOOOXXOXOOOOXOOXXOXXXXXXOOXOOOXOOXOXXOXOXX XXXOO OXOXOOO XOXOOOOXX OXXX ,0
OOOOXXOXOXXXXXXXXOXOOOOXOXOOXOOOXX XXO OOOXXOOOOOXXXOXOXXXXOXXXOOOXOXOOXOXXOOXOXX,1
XOXOOOXX XXX XOOXOOXOXOO OOXOOXOOXX XXXOO OOOOXOO XXXOOXXXXXOXXX XXXXO XOOOOOOOXX,1
XXXOX OXXOOXOXO OOXXXOXOOXXOXO O OOOO OOXXXXX OX XXXOOOXO  XXXXOOXOOOXO OXO  X OX,0
OOOOOOOOOOOOXOOOOXXOOXX OX XOOXOOOXXOXXOXX OOXOOXXXXXOXXXXXOXOO XXXXXOO XXXXXOOXX,0
XXOXO O XXOXXOOOXOOXXXXXOXO OX XXXXXOOO OXXO O OOXOOXOXO XX X OO OOXXOOOXXOXXXOO ,1
XOOXOO OX OOOOXXXO OOX X OX  OXXXXXO XXXXXXOXX  XXOOOXOOX OOO XXOXXOOOXOXOOX X OO,1
OX OOOXOO OXOXOX XXXXX  OXOXXXOXOOOOOOOXOXX XXOOOXXO OXXXXXXOO X XXOOOOOO XOX XOX,0
XO OOXOXOO XXOXO OO OXXXXOOO  O XO OOXXXXX XXXXXXOXOXXX X XO  OXOOOXXOOOOOOXXXOO ,1
XX OXXO  XOXXXXOO XXOOX XOXO XXOXOXXOXOX OOOOXOXOOOXXXOOXOXO OOXXO XX OOXOXOOOXOX,1
 XOO OOXOOXXOOXOXXXXXXOOOXOOX XXXOXXXX OOOX OXOXO OOOXXOOOOOX XOXOOXOXXXOXOXXOOXX,0
OOXOXO OXXXOXXXOOXXOOOXOOXOO OOOXXXXXOOXXOOXXXOOOXOOOXXXOOXOOOXXOOXXOXOXXXXOXXOXX,1
OXOXXXO XXXOX XOOXXXXOOOOOX X XOXOOXXXOXO OXXOXOOOXXXOOXXX OXXXOXOOOOOXOOOOXOXXOO,1
XOO XOX OXOXXOOXOOOOO OX XXX  OXX O XXOX XXXOO OXOX OOOOXXOO XXOX  X OOOXXXX X  O,1
XXXXXOOXXXOXOXXOXXOOXXOOXXOOOXXXOOXOXOOOOOXOOXXOOXOXXOXOOXXXXOXOXOXOOOOXOXOXOXXOO,1
OXXXXX  XOXOOXOXXOXOOOOXOXOOO XOOOXOXX X OXOXOOOOX  XXX OOXOXXOOOXOOXOOXX XXOOXXX,0
 XOXOOOXXOOXXXXXXOXOO XOOOXXXOOOXOXXOOXXOXOXO XOO    XXXOOXOOO OOXOOXOXXOXO XXXOX,0
X XOXXOXO XO X XO OXXX  XXO  OOX XXO O O XOXOX  OOXXOXOXOOX OXO O XX OOOXOOOXO XX,1
XXOXXOXOXOO XXOXOOX OXOXOOOOOXXXO O OOXXXXOOOXXOOOXXX XXXXOOOOOXOOXXXXOXXXOXOX OO,1
O X OXOXO O  XOOO  OXOOOXOOO O OX XXXO  X XO OOOX XXOXXXXXXOXXX XOXXOO OXOOXOOXXX,0
XXXO O XXOOOXOXXO XXOXXOOOX O XOXOO XOXO XXXOXXOOOOOXOXXXXXXOOOX OXXO OOOX OXOXXO,1
 O OOXXX   OOO   XX OXOOOXOX O X OOXOOOXXXO O OXXOXOXXX O XOXOOXX XXXO X XXOXXOOO,0
XOOOOOXXXOXXXOXOOXOOXXOOO OXXOXOX OXXOXXOXOXXOXXXOOXO OOO OXXXOOXX OOXOXXXXOOXXOO,0
XXXOOOOOXOOOOOXX XOXXXXOXXXXOXXOOOXOOXXOOOXXOXXXXO OOXOXXOOXOXXOOXXOOOXOXXOXOXOOX,1
OX XOXXXXO XX XOXXXXOOXXXXOXXOOO O XO XOOOXXXXXOOOOXXOOOOXXOXOOXOXOOOOXOXOXO OOXO,0
XXOOOXOXOXXOOOXXXOO XXXXXOXOOXO  OXOXXOXOOOXOOXXXOXOOOOXX OXXXO XOXO OOXOXOXOXXOX,1
OOOOXOXOOOXXOOOXX OOXXOXXXXXXXXOXXOXOOXOOOXOOOXXXOOOXOOOXOXOXOOOXXXOXOXXOXXXXXOOX,0
OOOOOOOO XXO X OXXXXXO OOXOXX  O OXOXOX OOXXOXOXXXOO OOOXO XOOXOX XOX XXXXXOX   X,0
OOXX XO  O  XXXXXX OXXOXXX O XOOOXX OO X OXO XOXO OXOXXOXOOX XOXOOXOXO O  OOXX OO,1
X  XOOOXOXOXOOXOXOXOOXOOOO X XXOXXOOOOOXOO XOXXOO X  XOXXOXX XXOO OOOXXOXXXXOXX X,0
XOOXXOOXXXXOO XOXXOXOXOXOXOXOOX XOOOOXOOOOXXXXOOOXXXXXOOOOXOOOXOOXXOXXXXOOXOXOX X,0
OOOOXOOXOXXOOXXOOXXXOOO OXOOOOXOOXXXOXOOXXXOOOXXXOXXOOOOO XXX XXOXXXXOOXXXOXXOXXO,0
X OO XOXOX XXXOOOOXXXOXXOOOXOOX XXX OXXO OXOO OO OOXOXOOX XXXX XOXOXO XXOX XOXOOO,1
XXOXXOOXXOXOXOOXOOXXOXOOXOXXXXOOOXOOXXOXOOOX OXXXOXXOXXOXOXXOOXXXOXOOXOOOOOOOOXXX,0
XOO XXOOXX OXXXO OXOXO XX X OX OOXXOX X XOXOOOOXXOOXXOXXO XOXO OXOOXXOXXOO XOOO  ,1
OOXXOOX  OXX OXXOXOOXXXXOOX XXOXXOOXXOXX OOXOOOX XOOOXOXOOOOXOXOO XXXX OXXOOXOOX ,0
XOOX XXXOOXOOXOXOOXOXXOO XOOXXXXXOOXXOXOOOO OOOXXXOOXXOXXXXOXX OOOOXOOXXOXOOXOXXX,1
OXOXO XOXXXOXOXXX OOXXXXOOXXXXXXOXOXOXOXX OXOOXOXOOOOOOXOO OXXXXOXOOOXOXOXOOO OXO,0
XOOOXXXXOOXXOO OO OOOOOOXXXOOXXXOOXX XXOOXXOOOXXXXOXOXXOXOOXXXOXXXOOXOOOOXOOXXOXX,0
O OOOXXOXOOXOOOXXOXOO XXOXX XOXXOOXOOX XOX OO XXX OX XX XOOXXOO XXXOOOOXOXXXOO X ,1
XOOOX XXOOXOOXOXX OXXXOOOXOX XOX OXXOXOOOOXOX OOOOO XOXOOOOXXXXOOXX XXXOXX XX O X,1
XOOXOOOXXXX XOXO X XOOOXOOOOOOXXOXXXXXXOX OX XXXOXOOOXOOX OOX  OX OXXO O  OX XOOX,0
OXO XOOOO  OXXXXXX OXOOXOXOOOX  OOOO X XXOXOXXOOOOOXOXOOXXOOXXOXOO XXXXXXXOOOXXXX,0
O  X X  O O XOXXOOXXOXOXOXOOXXO O X O  XOOXXX XXOXO X OOOOXX OX O O XO  X XOXOO X,0
XOOOXX XOXOOXXOXXOOO OXXOX XOXXXXXOXXXOXX XX OX OO XXOOOOOOOOXOXOXXOOOOXO OXOXO X,0
O OOXXXXO OXXXXOXXXOO XXX OXOOO XOOOOXXOOXOX OX OX XXXOXXXO OOOOOXXX OOO OOXX OXX,1
XOXOXXOXOOOXXXOOOXOOO OOXO XO OXOO XX XOXXXXOOOXOOXXOXXOXOXX XXXOOXX XOOOXOOXOXOX,0
XXXXOXXOXXXO XXXOOXOXOX XOOOX XXX OOOOO OXOXOX XOXOOOXOXXXOXOOO XOOXOXOOOOXXXOOOX,0
XX OOOX O XO XXOOOX OXXX  OOXOXOXOXXXO OX XOXOXO XXOXXOOXOO XOX X X X O XXOOXOOOO,1
  XXXXXXX  X    XO  O    XXOOXO XOOXOX OXOO XOOO O  XOO   X X   OXOXXXOO   OXO  O,1
XOOXXOOXXXXXXXOOOXXOO OXOOX OXXX OXXOXXOOOOXXXXOOOXXOXOOXO OXOOXXOOXOOXX OXOOOOXX,0
OX O OOXX  OX  OOOX     O XX XOOO     XO XO    XOXO XOOOOXO OX XXXX XX XO  X OX  ,0
 XX  XXXOXO X X O OO  XOO  XOXXXO  O  OOOXXXOXO XOOOO O X O OOOXXX XX  XOX OXOX O,0
X  XOOXXO OXOOOOX  OOXXOOXXXOOOXXOOXOXXOXOXXOOXO XXOOXXOOOXOO OOXXX OOOXXXXXXXXXO,1
XOX XXOOOOXXOXXXXXO  XOOOX OOOXXOXXX OXXOXOOXO  XOOXOOXOOOXOXXXOXXXXXXOOOOOOXXOOO,0
XXOXXOXXOXXXOOOXOXXOOXOXO XX XOXOOOOOOOOOOXXXOXXXXXOXOXOOOOXOXXXOXOX XOOOOXOXOXXO,0
XOXOOOXXXOXOXXOXOOOOOXXOXOXOXOXOOOXOOOOXXXXOOXXXXXOOXXXOXXXXOO XO OO OXXOOOXOXOXX,0
 O OXO XOX XOXXO    O XX O OO X X X O XOXXXOOXO O  X  O  X  XOO OO XX X OXXXXOOO ,1
XOXX  XXOXOXOOOOXOOOXOOOXOXXXOXOOX XX XOOXXXOXOOOOOOXOOO OX XOXXXXO XOXXOXXO XOXX,1
OXOX XXXOXOXOOOO OOXXXOXOOXOX XOOXOXOOXXXO OOXXXOXOOXO XXXXOOOOOOOOXXXXX XXOXXOOX,1
OXOOXX O X XOOXXXXX O  XXX XXOOXXX   OXX XXXOX   O XO OOOO OOOOOX OOOOOOOXXOXXOX ,0
 OOX XXOOOXOX  O OX XO X O XOXXOOXXOOOXOXOXXOXXXXXOXXOXOOXXXOOX OXOXXOOOXXOXOXOOO,1
XXOOXO XOXXXOXOXOXOOOOXXOOOOX OXXXO OOXXOXOXXXXXXOOXXOOOXX OOX XOXOO XXOXOOXOOXO ,0
OOXXX XOOO XOO X OOOXO XXX   X XOXXOXOOOOOXXOX OXOX  OX X XOOOXOOO XOXOXXXXX  OX ,1
OXOXOOOOOXXOXOXXOXXXXOXOOOXXXOXXXOOOOXOOOXOOXOOXXXO OXXXOXOXOOXXXXOXOXOXOOXOXOOXX,0
O OXOOOXOXXOX OOXOX XXXXXOOOOOOXX OXOOXXOO OXOXOXXOXOO XOO OXX XXO XOXXXXXOOXXO X,1
X OX  XOOOXO XX O       OX XXXXXOXOOOXXO XXXO O  X OOXOOOXOO XXXXOOOO  XOOXXOXOOX,0
XXOO XX XXXOOXOXOOOOXXXOOOOOXXXO  OX XOOXXXOXOXXX XXO OOOXOX OOOXXOXXXOXOOOXXOXOO,1
OXOOXOXOXXOXXOXXXX XOXXOXOXXOX XOOXOOXXXOXOXOXOOOOOXXXOX OXXOOOXXXXOOXXOOOOOOXOOO,0
OXXXXXO OXX XX O OOX OXXXXXOOOOOOXOXXOX  OOXXO XXXXX XOXOO O O XXOOXOOO XOXOOO XO,1
OOOOOOXOOO  OXOXXOXXXXOOXOOOOOXXXXXOXXOXXXOO XXXXXOOOXOOOXXXOXXOOOXOXX O XXOXXOX ,1
 O  O  O X XXXXXXO OOX X OOX  XOX XO XXXOXOO      O  X OOOOOX XO     XOOO XOXX XO,0
XOOXXOOXOO OXOXXX XXXOXOOOOXXOXOOXXOOXXOOX OOXX   X  XXXXOX O OOOXXXXO O XXOXOOOO,1
OOXOXXOXOXXOOXXO OO X XOXX OOOXOXX XOOXXXXOXOO XO XOXXOXOOXX  OOXOOXXXXXOXOX OOOO,1
XXOOOXOXOOOOOXOOXXXXXOOXXXOXOXXOOXOOOOOOOXXOXXXOXXXXXO OXOOXXXXOOOOOOXX OOOXXXXXX,1
OOOXOOOOXOOXO OOXXOXOOOXOO XXXX OXXXXXOXOXXOOOOXO OXX XOXXO O XOXXXXOXOX XOOXXXXO,1
XOOXXOOXOOXXOOXXOOOOXXXXOXOXXXXOXOXOXXXXXXOOOXXOXOOXXOXXOXOXOXOOXXOXOOOXXOOOOOOXO,1
XOOX  OOOOXXXXXOXOXOOXOOXOXOOOXXOXXOOOOX O OOOOXXX O OXOOX XOXXOX XXXXXXOXX O XOX,1
OXOXOOO XO XO    XOXXO  O  OXX OO XXXXXOOXXO OOXXO OXXXOXXOOX OOXXXO  OXOXXXOOXO ,1
XO OOXOXXOOOXXOOXOXOOOOOXO OXOOXOXXXOXXXXXOOOXXXOXOXXXOXXOXXXOXOOOOOOXOXXXOOXXOXX,1
OX XOOXOOOOOOO XXO X XXXOOOXOOXXXOXOXXXXOXOXXOXOOXXXO XXOOXOXOOXOOOOXOXOXOX XOXXX,1
  XXXOOXXXXXOOOO XOXOXX  XOXXOOOOOXXOOOOXO XOXO XXOXOOXOOXXO   XXXX OOOOOXOXXXOOX,0
OXXXOOX XOXOO  OOOXXO XXXXOXXXOOOXOXOOOOOO OOXXXXOXOXOXOOXOOXXXOOOO XOX XXXXOOXXX,0
X XOOO XOO OXOOOXXOOXXOXXXXXXOOOO XOO OXOXXXOOXXOOO XXOOXOXOX X OXXOX OXOOXXXOXX ,1
XO XXXOXXOOO X  XOXOXOOXX  O OOXXX XOXXOOOOOOOOOXXXXOXXOOXOOOXOXOOXXOXXX O  XXOXO,0
OXO XXXOXOO OOXOOX XXXOXXOOXOOOOOXOXXXXXOXOOXXOOOOXO OOXOXXXOXXXOOOOO XXXXXXOXXOO,0
XXOXXOXOOXOXXXX OXXOXOXXXXOOOOOOXXXXOXOOOOOOOXXX O  XOOXOXOXOXXOXOOOOOOXOXXXXO OX,0
XXOXOOXOOO XOXXO OXOXOOXOXXXOOXXOXOXOXXOOOOOXXXXOOXXXXXOOXOXOXOXO  XOOXOXOOOXXXOX,1
OOOXXX  O O  O XXXXOOX X   X X O O   XOXXX  X  OX OXOOOOXX O OXXOOOOOOXX   XOXX O,0
OOXXXXO XXXOXXXOX OXXOOXXOXXXXOO OOXOXOOOXOOOOXOXXXOXXOXXOOOXOOOOOOX XXOOXOX OXXO,0
 OOO XXXOX OOOXOXO XOOXXOXXOXOO  XOOXOXXX XO OXXXXXOXOOX OOO XOXOX OX XXXOOOXXXOO,1
 XOX XX XO XOO XOXOX OXXOOOX   XXOXXXXXOOX OXOOOOOOXO XO OXOXO XOXXOOXOXXX X OOOO,0
OOXOOOXOXOXOOXXOOXXOXOOOOOOO OOOXXXOXXXOXOOXXXOO XOXXO OXXXXO OXXXXXXXOOOXXX OXXO,0
OOOOXOXXOXXXOXXXXOOOOXXOXXXXXOOOOXXXOOOOXXOXXXOXXXXOXXOXOOXXOOXXXOOOOXOOOXOXOOOXO,1
XOOXXXOXXO OOOOOOXOOOXX XOXOXXO  OXXOXXOOOXOXOXX OOOXXXXXOOXXXOOX XOOXXOXO OXX XO,1
OXOXXXOOOOXXXXXOXOOXOXXXOXXXOXOOXOXOXOOXOOXX XXOOXXOOX XOOXOOOXOXOXO OXOOOXOOXXOX,0
OXOOO  X  X OOXXOXXXOXXOXOOO XOO XOXXOXXXOX XOXOXOX XXOXOOXXXOOOOXOOXOOXOXXOOOXXO,0
XOOXXO XOXOOXOXXXOO  OXOOXXOOOOOOOOXX O XXO XXO XOOOXXXOOOXOXXXOXXOXXXXXXOOXX OOX,1
XOOX XOXOOOXX XOXOXO XX OXOOX XXO XXOOXOOXXXO OOXXXOO OOX XX XOXOO XOXOX OOOXXOXO,1
OXOXXOOOOXOOXXXXXOOOXXXXXOXOO XOXOXXXOOOXXOXOOXX OXO OO OXX  OXOO XXOXOXXXOOXOXO ,1
 XXXX OOOOXOOXXOOXOOOXX XOOOOXXXXXOXOXX OOXOOO OXXXOO XXXOX XXOOXXO O OXXOX O O X,1
XOOXXXOXO  XXOXXOXOOOOOOOOXOXXXX  OO OXOXXOXXOX O XXXO   OOXOXOOXX XXXOOOOOOOXXXX,0
XXXXOXXOXXXOOOOXXOXXOXO XOXOOXOOOOXOXOXXOX OXXXXOXOXXXOOXXO OOOXOXOX XOOXOOXO OOO,0
XOOOXXXOXOOOOXOXOOXOOXXXX OOOXXXXXXOXXXOOXXXOOXOOOOOXOOX OOOXOXOOOXXXXXOOOXXXXXXO,1
X O XO  OOOXX XXXOOXXXX OXXXX OXO XOX  OOOOXOO XOXXX OOOO XOOX  XOXX XX OOX OOO  ,1
OOXXOOXOX OOXOOOXXO OOOX XOO XO XX XXX XOXOXXOO XXXOXXOOOXOXXOXOXOOXOX XXOXOO OXX,1
OXXXOOXOXXOOOOXX OXXOXOO X OOXXOOOOOXXXOXXO XXXXXXOOOOOXOXXXOOXOXXOOOXXOXOXOXOOX ,0
OXXXOOOXXOOOOOXXOXXXXOOXXOXXXXOXOOXOOOXXOXOXXOXXOOOOOOOXXOXOXOOXXXXXXXOXOOXXOXOOO,1
X XOXOXOOO  XO XXXX XX XOO OOOXOXOOXOXXX  X  OXXXXXX XOO  OOOOOXOOOO XXOO XOO XOX,0
X XO XOOOXX XOXXOXOXXXXOOO OXXOOOOXXXXO XXOO OXOO OOXOOXOXOXX  OXOXO  OOXX XXOXOX,1
XXOOOX XOO  XO XXO OOXXOOX  X   XXXOO OXOOOXOXOXO XXXXO OOXOO  OXOXOXO XXOX   X X,1
XXXOXXXOXXX OOX OOOXXX XOXXXOXOXOX O XXOOOOOX XXX OOO XXOX  OO OXO OO OXXOXXOO OO,1
XXOOXOXOXXOOOXXXXXOXOXXXOOOOOOXXOOOXO OXXXOOOXOXOXOOOXOXOOXOXXXOOXXOX OXXOXXXOOXX,1
XOXXOOXO OXOXOOOOOOXXXOXXXO XXO X XOXXO XOXO XO  XOXXOXO  OOOOOOX XXXXOXOO XX OXO,0
XXXOXOOXOXXXOXXOOOXO XXOOOXOXXXXXOOOXXXOOOOXOXXOXOXXOXXOXOOO OXX XOXXXOOOOOXOOXOO,0
XXXOOOOOXXXOXXXXXOXXXOOOXOOXOOXOOXXXXX OOXOXOOOXOXX XOXXX O OXOXOO XXOOXOOOOOOOXX,0
 OXX XXXO XXXOXOXOXXO  OOOXOOXOO  O  XOXO OOX O  OXOOXOOXO OOX  OO XXXXXXOX    XX,0
 X O OXOXX OO  XXXO OOX X X  XOOXOOOXXOX XOO OX OX XOXO   XOX O XXX O O OOXOXO XX,1
XOO OO XOXOXOO XXOXXOXXXOOOOXXOOOXX OX OXOXO  XX O OX XX OXXOXOXOOXXOX XX OXOX OO,1
O     XX XO OOOOXOXOXOO OXOOOXXX X   XXX X  XOXOOX  OXXOOX XOOX OOXXOO   XXOX  XO,1
OXOOOXXOOXXXXXOOO XOXOXXXXOOOXXXXXXXOXOOOO OXXXOOOOOOXOOOXOXOOXXXXXOOOXOXXOXOXXOX,1
XXXOX XX X OO  O X  OOXO XOXOXOXO  OOXXOOOOO  XXXXO  OX  OOXO XX OOX  X  X   XOO ,0
OOOXOOOXO OXOOXXOXO OOXXO OXOXOOOOXXOOXOOXOXXXO OOXX O XOOXXXOX  X OO X XXXXXXXXX,0
OXOXXOOXOX XXXOXXXOOXOOOOXXOXXXOXO XXXOOOOXXXOO XOXXOOXOXXXXXXOO XOX OOO OXOOOOXO,1
OXOXXXOOOOXXXXXOXOOOOX XXOX OOXOOXOXOXXOOXOXXX OXOXXOXOOOXOXOXOOOOXOXOOXOOXXXXX X,1
OXXXXOOOXOOOXXOX OXXXXOXXXXXXOOOOOOXXOXXOXOXXXXOOO OO OOOXXOOOOXOOOXXXXOOXXXXOOOX,0
XOO X O X XXOX XO  OOXXXOOO XOX OOX X XOOOXXO XOXOOOXOXXXXO XOX  XX XO OOX XO O O,1
XOOXXOOOOOOXOXX  OXXXXO XO OX XX XO OOX XOOOXOOOOO XO OXOOOO    XXX XXXX  XXOXXOX,0
XXXOOOOOXOXOXXXXXXXXOOOOXO OOXO XOXOOXOO XXOOXOOXXOXXXXOOXXOOXXX OX XXOX OOOX O O,1
OOOOOX XXOXOO XXOOOO XOOOOOXOXOXXOXXXOOXXXOXXXOOXO X OXOXOXOXXXXXXXXOOOXOX  OOXOX,0
OOOOXXXOXXOXXOXOXXOXOXXOXXOOOOOXOXOOXXOOOXOXXXOXXOXOXXX XOXOXOOOOOXOXXXXOXOOXXOOO,0
OOOXOXXXXXOXXXXXXOOXXXOXXXXOXOOXOXXOXOOXOOOXXOOOOXXXXOOOXOOOXOXXOOOXOXOXXOOOOXXOO,1
 XXXOXOOXXO OXXO XXXXOX  OXOXO XXXOOXXOXOOXXXOOOXXOOXX OXXOOOOXXOOOXXOOXOOOXOOXOO,0
OO   X XX OXO XOXX  O XOO XXXOX  X   XOXXXOO OOOOOXOO  X X X  OX X X OOOXX XOOOOX,1
XOXOXOOOXXXXOOXO OOXOOXOOOOOOXOXXOXOXXOOXOX X XOXXXXO OOOXOOX XXXXXXO XOOX XOOOXX,0
OXXXXXOOXXXOOOOXOXOXXXXOO OXOXXXOOOOOOOOXX XXOOOXOXOOXO XXO O OO OXXXX XXXX XOOOX,1
OOOXOXOO XXXOXX OOOXOXO XOO OX OXOOOXOXXXXOXOXXOOXOOOXXXXXXOOOOX XXOXXOXOXOOXXXXO,1
OOXOX XOOOOO X XOOX XOOX  O OXXXOO XOOOXXXOOOX    XXXXOOOXXXX  XXXOXOO  XXXXOOXOO,1
OXOOOOXOOXOOXXXOXOOOXOOOXXOXX XOO OXXXOOXOXOXOXX OXXXOXOXO XXOOXX X  XXOXXXO OOOX,1
XXXXXXOOOOXOXOOXOXXXXXOOXXOOOXOXXOOXOXOOOXXXOXXOXOOXOOXOOXOXOXOXOXXXOOXOXOOXXOOXO,1
X OOOXX XXXXOXOXXXO XOOXOOXOOXXXXOOOOXXXOOXXO OOOOXOXOO OOXOXXOOXOO XOXXXXO OXXXO,0
OXXO OOXOXXXOOOOOOXXO XXXOOOOXXXX XXXXXXOXOX XXOOX XO X XO O XOXXOOOOO XO OOO OX ,0
O X  OOOOOXXOXXOX OOXOO O XXX X  OXX OOXXXO XOXX OOX XXXXO  XX OOOOO OOXXX XOOO X,0
XXXOXXXXOXXXOXXXOXOOOOOXOXOXXOXXXXXOOXOXXX OXOOOOXXOXXOXOOOOOXXXOOOOOXOOOXOOOOXXO,0
XXOOOOOXOXXXOXXOOXOOXOO XOXXOOOOXXOOXXXXOOXXXOOOOOXOOXXXXXXOXXXOXXXOOXOOOXOOOXOXX,0
 O OO OOOXXOOOOOXXXOXO X  X XOOO XXX O X OOX OO  X OO  XO  XX XOXO XXX   OXX OXXX,0
XXXOXXXXOOXOOOOXO OOXXOOXOOXO XXXX OOOX OOOOOOOXXOOX XXXOX XXXXOXXXX OXOOXOOO  X ,1
 X OXX XXOXOXXOX   X XXX XX OXX O XO OOOXXOO OOOXXO O  OOOO   XX OO   OOX O    X ,0
XOXXXOOOXXXOXXOOXOXOXOOXXOOOXOXOOXOOXXOXOXOOXOOOOX XOXXXXXXXXOXXXOOXOO O XO XOOXO,1
XOOXOOOXOX OXXOX  OOOXOXXXX XOXOXXOOXOOOXXO O XO OXXXXXOOXXXX OXXOXOOOOXXOXXOOOXO,1
 OOO   X XOXXO XO XXXX XX OXXXOXXO XOOO OXXOO OXO XO OX OOXXOOOOOX XOOX  O XXX XO,1
OXXXXXOXOOOXOO XOOXXXOXXOOXXXXO OXOXOXX OOOXXXXOOO OXOXXXO OXOXXXXOXOOOO OXXOOXOO,1
OXO XOXOOXOXOOOXXOXOXXOOXOXXOXOXXOOXOOXXXXOOXOOOOXOXXXXXXXXOOOXOOO XOXOXOXOOXXOXX,1
XOXXXOOXOOXOOOXOXOOOOOOXXOXOXOOXXOXXOOOXXXXXXXOXXXOOOOXOOXXXXOXOOXOOOXXOXXOXOXXXO,1
XXXXXOOOXOOXXOOXOXO OXOXXOX OOXXXOO XXOXOXOOOOOX XXOXXXOOXO XXOXOOXXOOXXOOXOXXOO ,1
XXXOXOOXOOOOXXOXXXOXXXXXOOOXOOXOXOOOOXXXOOOXXOXOOOXXOXXXXXOOXOOOXXXOXOOXOXXXOOXOO,1
OOXOXXOOXXOOXOXXXXOOXXOXOXOOOXOOXXOO XXOXOXXXOOOXXXXXOXXOOXOXOOXXXOOXOOXXOOXOOOOX,0
XOOOOOOOXOOOXX OOXOX OXXOXOXXOO  OO OXXXOXXX OOOXX XOX XOXXOXOXX OXOXOOOOXXXXXOXX,0
XXXXX  O  XO XOXX OX  XOXOXXX OOO  XOOOO  XO  XOX X OXOXOO X OXO  OOXXOOO XXOOO X,0
XXXXO XOXX XX OXOXXOXOOXXOXOXOXXOOXOOXXOOXXO OOXXOOO XXOOOOOOXOXOOXOOXXXXXOXOXOOO,0
OO O OOXOXX   OOOX XOXO X XXOXO  XO O O   O OOOXX X XO XO X OOO XXXX X XO  X X X ,0
OOXX OOOOOOXXXXXOXOXXOXXXOOOOXXOXOOOOXXXOOXXXXXX OOOXXOOXOOXO XXOXXXOOXOOXO OXXXO,1
OOOOXOXX XXOXXOXXOX O XXOXOX OOOOXO OOXXXO  XXXXOXO XOOXXOOOOOX XXOO XOXOO OXXXOX,0
OXOXXOOXXXOOOXXOXOXOOOXXOXOXXX OXOXOOOXOXOOXOXXOOOXO XXOOXXXOXOXXOOXXOXXOXOXOOXXO,1
OXOOXOOOOXOOX XXXOXXXXXXXXXX X OOXOO OXOOXXO OXOOXXOOOXXOXOO OXOOXO  O OOOOXXXXXX,0
XXOXO OX OOOOOXOXXXOXOOXOXXX   XO XXXOXXO OOXOXOXOOX XOXXOO XXOOOXOXXOOXOXOXXOX O,1
OOXXOXOOOXOOOXOXXXOOOXOOOOOXXXXXXXOXXXOOOXO OOXXXO OOXXXXOXXOXXXXXOXOOXOOXXOXOXOO,1
XXXXOXOXOO X OOX OX XOOXXXXXOOOXXOOOXXXXXOXXXXOXOXOXOOOOOXXXOXXOXOOOX XOOOOOOXOO ,1
X X    XOOXXO  OXXO X OOOOX O  XOXXO X  XXXOOOXXXOX X OOX X OOOX OXXXX  OOXO OO O,1
OOOOOXOXXXOOOOXOOXXOXOXXOOOXXXXXOXOOXXXXOOXOXXXXOOXOOOOXXXXOXXXXOOOOOXXOXOOOOXXXX,1
OOXXOOXXOOXOXOOOOOXOOXXXXXOOOXXXOOXXOXOOOOXXXXXXOOXOOOXXXOOOXOXXOXXOXOOOXXOXXXOXX,1
