board,winner
OXOXOXO X,0
OXO OXOXX,0
O XO XOXX,1
XXO XXOOO,0
OOXXXOXOX,1
XO X  XO ,1
XXOXOXXOO,1
OX XOOX X,1
XOOXOXXOX,1
XOXXO XO ,1
OX OXXO X,1
 X OXOX  ,1
XXOXOOO X,0
XOXXO X O,1
XXOXOXXOO,1
XOXX OOOX,0
OXOXXOXOX,1
OOXXOXXXO,1
OXXOXOXOX,1
XOXOOXXXO,1
 OX X OX ,1
OXOXXXOOX,1
OXOOX X X,1
XOXXOXXOO,1
OXX OXO X,1
XOOX OXX ,1
OOOXX OXX,0
X OX XXOO,1
XXOOXOXOX,1
XXX   OOO,0
XOXOX  XO,1
XOOXXOXOX,1
OXOXXXOOX,1
XXXOOOO X,0
XX   OOOX,0
XXOOXXXOO,1
XXXOOOX O,0
XXOOXXXOO,1
XOXOXXOOX,1
OOOXX XOX,0
OOOXXX   ,0
OOXXXOOXX,1
 X XO XO ,1
OXXXO X O,1
  XOOX  X,1
O XOXOX X,1
O X XO X ,1
 OX  XOX ,1
XOX OOOXX,0
OXOXXXOXO,1
 OXOXO XX,1
OOO XXX  ,0
 X OXXOXO,1
XXOOXOOXX,1
XXOOOXO X,0
  XXXOOO ,0
 XOX OXOX,1
XOOOXX OX,0
X XOOX OX,1
OX  X X O,1
XOOXX  XO,1
OOOX  XX ,0
OXO XXO X,1
OOX XXOX ,1
OOXO XXX ,1
 OXOXOXX ,1
XOOOX  X ,0
XOOXOXXOX,1
  XOX  XO,1
O XXXXOOO,0
OXX  XOOX,1
XOOXXOXOX,1
X OXX XOO,1
OXXOOXXXO,1
 XXOOO  X,0
XOXXOXOOX,1
X X OXOXO,1
O X OXOXX,1
XXXOOXOXO,1
XOXXOXOOX,1
OOO XXXOX,0
XOOXXXOOX,1
OXXOXXOOX,1
XOXOXOOXX,1
OXXXOOXOX,1
XXXOXOXOO,1
OOXXXXOXO,1
OXXOOXOXX,1
 OXO X  X,1
 X OX XO ,1
XX OOO  X,0
OX XO XXO,1
XOXOOXXXO,1
 XO XXOXO,1
XOX XOOOX,0
XXXXOOOO ,0
OX X  XO ,1
  X OX XO,1
XOXOXXOOX,1
OOXOXXXOX,1
XOXXOOXXO,1
OXXXOOOX ,0
 OX OXXOX,1
OO XOOXXX,0
 XXO XOOX,1
OOO  XXX ,0
X OXO XXO,1
OOOXX   X,0
 XOXOOOXX,0
XO OOOXXX,0
XOOXOXXXO,1
OX  X XO ,1
XOOXO OXX,0
 X XOXXOO,1
X XOXOOOX,0
X OXOXOXO,0
XO X OX  ,1
 OXXOOOXX,0
XOXXOXOXO,1
OXXXXOOXO,1
 X XO XO ,1
XOOXXXXOO,1
XOXXOXOOX,1
  XXXOXOO,1
 XOOX  X ,1
  X X XOO,1
XX XOOOXO,0
XOXXO XO ,1
OX XXOXO ,1
  XXOXOOX,1
OXOXXOOXX,1
 OX XO X ,1
OXXXOOXOX,1
OX  X XO ,1
XXX   OOO,0
 XX  OOOX,0
XXOOOXOX ,0
OXXOOXOXX,1
XOXXX OOO,0
OXXXOXXOO,1
XOOOXO XX,0
OXOXOXX  ,1
XOXXXOOO ,0
OXXOXXXOO,1
O XO XXOX,1
OOXXXOOXX,1
  OXOXO X,0
OXXOXXXOO,1
X XXOXOOO,0
 OXOXXXO ,1
XOXOOXXOX,1
XOXOXXOOX,1
 OXO XXXO,1
 XOOOX X ,0
OXOXOXXXO,1
OOO X XX ,0
XXOOXOX  ,1
 XXOOX OX,1
XOXOOXOXX,1
XOOXXOOXX,1
XXXXOOXOO,1
OX OXXOX ,1
XOXOXXOOX,1
XOOO  XX ,0
OOOXO XXX,0
OOXXXXXOO,1
OXXXOOXXO,1
XOOXXOOXX,1
XOXOXOXOX,1
OXXOOXOXX,1
XXOXXOOXO,1
 XOXOXOXO,0
XXOOO X  ,0
 X X XOOO,0
 XOOOX  X,0
XOOXXXOXO,1
X XOOX OX,1
 XXOXOOX ,1
 XXOOOXOX,0
XXO X XOO,1
OXXOOO XX,0
OXOXO X X,1
XXOXO O  ,0
XOXOOXXXO,1
 OX XOOXX,1
XOOXOXXXO,1
XOOXXXOOX,1
OXX XOXO ,1
XOOOXXO X,0
XOXXXOXOO,1
X OXOOOXX,0
  XOOX X ,1
X X  XOOO,0
 XX OOO X,0
  XXOXOXO,1
 XXXOOOXO,0
 XOXO X  ,1
XX  XOOXO,1
XXOOOO XX,0
O X X OX ,1
OXXXOOXOX,1
OXOXXXXOO,1
XOOXXXXOO,1
OOXXXOXXO,1
XX OOOOXX,0
X OXXOXO ,1
OXOXOOXXX,1
XOOXXXOOX,1
 X  X OXO,1
XXXOX OOO,0
 OX  XOX ,1
OXXXOOO X,0
 OX X OX ,1
XOOOXXX O,0
XXOXOXXOO,1
OOOOXX XX,0
XX  OOOX ,0
OXOXOXXXO,1
 OXOXO XX,1
XOOOX XOX,0
XOOXXOOXX,1
OOOX XXXO,0
OXOOXOXXX,1
X XOOOX  ,0
OXOOO XXX,0
OXOXXOXOX,1
OO XOOXXX,0
XOXOOXOXX,1
OOOXX XOX,0
 X XXOOO ,0
OXOOOXXX ,0
X XO XOXO,1
OXOX XX O,1
  XXXOOO ,0
XXOXX OOO,0
OOXXXOXOX,1
XXOXOOOX ,0
 OX OX X ,1
OXXXXOOXO,1
XOXX OX O,1
O OOOXXXX,0
OXXO X XO,1
XOOO XXOX,0
OXXOXXOOX,1
XXXXOOXOO,1
 XXOOXXOO,0
  XOOOX X,0
OOXXXXOOX,1
XXXOOXOXO,1
XOXOOXXOX,1
XX XOOOOX,0
OXO X OXX,1
OXXOXXXOO,1
OXOXOXXOX,1
XOXOXXOOX,1
OXOXO XX ,1
OOX  X X ,1
OOXXXXOXO,1
XOXX XOOO,0
XOXOOXXXO,1
OXO XXO X,1
OOXXXXXOO,1
 OOO XXX ,0
X OXO O X,0
XXOXOXXOO,1
XO XOXXO ,1
XOOO  X X,0
 XXOXOOX ,1
X XXOOOXO,0
OOXX XO X,1
XOXOOXXOX,1
XX   XOOO,0
XOOO XOXX,0
OXOXOXXXO,1
XXOOXXOXO,1
 X XOOXXO,1
X OXO XOX,1
OXXOXOXOX,1
XXOXXOXOO,1
 OX XO X ,1
OXOXXOXOX,1
 XOOX X  ,1
O X XOX  ,1
XOOO   XX,0
XOOOX X  ,0
OXOXOXXXO,1
X  X  XOO,1
OXOXOXXOX,1
OOX X XXO,1
OOO XOXXX,0
OX  XOXXO,1
XOOXXXOXO,1
XXOOXOOXX,1
XOXXOXOXO,1
XXX OOOOX,0
 XXXOOO  ,0
XOX  XOXO,1
X OXO O X,0
XXOXXOXOO,1
XX OXOOX ,1
OOXXOXXOX,1
XXOOXOXOX,1
X XOOO  X,0
X OXXXOOO,0
   XOOOXX,0
XXOXO OXO,0
XOOOOXX X,0
 XXOXOOX ,1
OXOOOX XX,0
OXOXXOXOX,1
OXXOXXOOX,1
 X XOOO X,0
XOOOXXOX ,0
XXOX OOOX,0
XOOXOOXXX,1
XOXXOOXOX,1
XOOXXOOXX,1
 XO XO X ,1
X  XX OOO,0
OOXXOXXOX,1
OXXOX OX ,1
XXOOXOX  ,1
XX OOOOXX,0
X OOO  XX,0
XO XOXX O,1
OOOX XXOX,0
XOOOX OXX,0
XOXOXOOXX,1
XXOOXOXOX,1
OXOXO XX ,1
OXXOOXOXX,1
OOX OXXX ,1
 X OX OX ,1
 XOOX XOX,1
X XXOOO  ,0
 OXOXX OX,1
 XXOOXXOO,0
XOXOOXOXX,1
X OXOXX O,1
XOXO XO X,1
OOXOX X X,1
OXXOX X O,1
 OOXOXOXX,0
XOOOXXO X,0
 XOXOXOXO,0
XOXOXXOXO,1
O OOOXXXX,0
OOOX  XX ,0
 OXXXOXO ,1
X O O OXX,0
 XXOXOOX ,1
 X OOOX X,0
OXXOXOXOX,1
OXX OX XO,1
XXX OXOOO,0
XXOOX  XO,1
O XXXXOOO,0
 OX XXXOO,1
OOXXXOXXO,1
 X OX XO ,1
O X XXXOO,1
XXXOXOXOO,1
 OOO XX X,0
XXOX OX O,1
 XO O OXX,0
X OXO XOX,1
XXO O O X,0
XOOOOXX X,0
XOOXXOOXX,1
XO XXXOOO,0
XOXX OOOX,0
 XXXOOOXO,0
XOOXXOOXX,1
XOXOXXXOO,1
XX XOOO  ,0
X X OOOX ,0
OXOXXXXOO,1
OXOXOXXOX,1
XXOXO OOX,0
 XXXOXOOO,0
OXX X XOO,1
O XOXXX O,1
X XOOOX  ,0
 XOOOXXOX,0
OOXXOXXXO,1
XOOO OXXX,0
OXOXXXOOX,1
XOOOXXO X,0
OOOXXXX O,0
OOOXX XOX,0
O X X OX ,1
 XOOXXOX ,1
 OOOXX  X,0
XOXOOXXOX,1
XOOXXXXOO,1
OXXOOXXXO,1
XOOOXX OX,0
OX X OXXO,1
OXOXOXXXO,1
X X OXOOX,1
XXXOO XOO,0
OXXXXOOO ,0
 OX XO X ,1
XOXXOXOXO,1
OXXOXOOXX,1
OXXOX OX ,1
 XOXOOOXX,0
OOOXXX OX,0
XXOXXOOXO,1
O XXOXO X,1
 XOXO X  ,1
XOOOXO XX,0
XXOXOXXOO,1
XOXOXOOXX,1
 OXO XOXX,1
OXOXO X X,1
XOOOX XXO,0
XXOOXOXOX,1
XOXXXOOXO,1
OOXXOO XX,0
X XOOO  X,0
OXXXOXOXO,1
XXXOOXOXO,1
OXOXXOOXX,1
XOOOO XXX,0
 XXOXOOOX,0
OXOXOXXXO,1
OOOXX XXO,0
OXXXOOX  ,1
 XOOX  X ,1
XX OOOXXO,0
OXXOXOXOX,1
OX OXXO X,1
XOOOX X  ,0
XXX OOOXO,0
OOOXOXXX ,0
OXXXOOXOX,1
OXXXOOXOX,1
OOXXXOOXX,1
XXX XOOOO,0
OOOXXXX O,0
X  XO XO ,1
 XXOOXXOO,0
O XXXOX O,1
 OXXXXOOO,0
OXOXXXOOX,1
OOXOXOXXX,1
OXXX XOOO,0
OX XO X  ,1
OOX  XXXO,1
XXOOO XOX,0
OOXXXXXOO,1
 XO XXXOO,1
 XXXOXOOO,0
XX  XOXOO,1
OOXXXOXXO,1
OOXXOXXXO,1
OXXXOXOXO,1
XXOOXXOXO,1
 OXXXOX O,1
OXX  XOXO,1
XOXXOXXOO,1
 XXXO XOO,1
 XXOOOXXO,0
 XXOOXXOO,0
 XXOOOXXO,0
 XOOOX X ,0
OOX OOXXX,0
XOXXOOXOX,1
OXOXXXOOX,1
XOOXOXXOX,1
 OX XOOXX,1
OOXXOXOXX,1
OXO XO XX,1
OXOOXOXXX,1
OOXXXXOXO,1
XXOOXXXOO,1
X XXOOXO ,1
 OOOXXOXX,0
 XO XOX  ,1
 OX XOOXX,1
X OXXOOX ,1
 XX OXOXO,1
  XOOX X ,1
OOO XOXXX,0
XOOXOXXOX,1
XOOO XXXO,0
OX OXO XX,1
XO XXO XO,1
 XXOOOOXX,0
  OOOXXX ,0
OX OXXO X,1
OOX XXOX ,1
XOXOOXXXO,1
O OXOXOXX,0
 OX X  XO,1
XX OOO  X,0
 OOO XXX ,0
  X XOXO ,1
XO XOXXO ,1
OXOOXXOXX,1
OXOXOOXXX,1
O XO XXOX,1
 XOXOXOOX,0
OXXXOOX  ,1
OXXXOXXOO,1
XOOXXXOOX,1
 OXO X X ,1
XOOXXXOOX,1
XOXXOXXOO,1
XXOX OOOX,0
 XOOX X  ,1
XX OOXXOO,0
 XOOOXXOX,0
  XXOXOXO,1
XOXOXOOXX,1
OOXXXOXOX,1
OX XOOOXX,0
XOXXOOXXO,1
OXXOXOXXO,1
OOOOXX XX,0
OOOX XOXX,0
OOXXXOXOX,1
XXOOXOOXX,1
  X OXO X,1
OXXOXOOXX,1
XOXXOOOX ,0
XOOXXOXOX,1
OOXXXOX  ,1
XOOXOXO X,0
OXXOOXXOX,1
XOOXXXOXO,1
XOOXXOXOX,1
OXXOX OX ,1
  XOXOX  ,1
OOXOOXXXX,1
 XOXO OX ,0
OXOOXX  X,1
OXOOXXXXO,1
XOXOXOXOX,1
OX OOOXXX,0
OOOXOXXX ,0
XOOXOOXXX,1
OXO XO XX,1
OXX OXOX ,1
OXO OXOXX,0
OOXXXXXOO,1
XXOXXOOXO,1
XXOXOOXOX,1
XXOXOOXOX,1
OX XXOOOX,0
 X X OXO ,1
X  XXOXOO,1
X XX OOO ,0
X XXO XOO,1
 X OX OX ,1
OXOXXXOXO,1
XXO OXOOX,0
XO X OX  ,1
OOXXOXOXX,1
XXXOOXOXO,1
OXOXXOOXX,1
OXXOOXOXX,1
 XOXXOOOX,0
XOOOXXO X,0
XXXOOXOOX,1
  X OX OX,1
 X  X XOO,1
 XXOOO  X,0
O X  XO X,1
OX XOXX O,1
XOOXXXXOO,1
OOXXXOXXO,1
OXXOOXXOX,1
OXOOXX X ,1
OOO   XXX,0
XXO OXOXO,0
XXOX OOOX,0
XXOOXXOOX,1
 XOOX OXX,1
OXOOXXOXX,1
X XXO XOO,1
O XXXOOOX,0
 XOOOX X ,0
 XOOX XOX,1
XXXOOOX O,0
OX  X OX ,1
XOOXXXOXO,1
OXOXXOXOX,1
OXXXOXXOO,1
 XXOOOOXX,0
XXOXO O  ,0
  XOX X O,1
OXXOXXXOO,1
  OXOXO X,0
 XOOX XOX,1
OXOXOXXOX,1
X OXXOXO ,1
XO X OX  ,1
OOO XXXOX,0
XXOXOXXOO,1
XOXXOXOXO,1
 XX XOOO ,0
OOXXOXXOX,1
XOX OOOXX,0
XOOXXXOOX,1
OX XO X  ,1
 X  XOOOX,0
OOXOXXXOX,1
OOXXXXXOO,1
 XO XO X ,1
  X OX XO,1
XXXXOOOO ,0
OXOXXOOXX,1
 XOXOXO  ,0
 XXXOOOXO,0
X OOOXXOX,0
XXOOOOX X,0
XX OXOOOX,0
OOXXXXXOO,1
XXO O O X,0
XOOXXOOXX,1
XXOX OX O,1
OX XO XXO,1
X OXO XOX,1
  XXXOOO ,0
XOOXX X O,1
X X XOXOO,1
 OXXX XOO,1
OOXXOXXXO,1
XOXOOXOXX,1
OXXXOOXXO,1
OOX X OXX,1
OXXXOOO X,0
XOOXXOOXX,1
OOXOXOXXX,1
OXOXXOOXX,1
XXXOXOOXO,1
O XXXXOOO,0
OOXOXXOXX,1
X X XOXOO,1
XOXO X XO,1
  OXOXO X,0
X OXOOOXX,0
XOOO XXXO,0
OXXOOX  X,1
OXOXXXOXO,1
X X OXOOX,1
OX XOOXX ,1
XOXX XOOO,0
 XX  OOOX,0
OXXOXXXOO,1
 XXXOOO  ,0
X OXOXXO ,1
 XOOX X  ,1
OXOOXXXXO,1
XXO XOOOX,0
 X  OOOXX,0
OOXXXOOXX,1
XOOOXXX O,0
 OX  X OX,1
XOXX OOOX,0
 OXXX XOO,1
X XOOXO X,1
XOXOXOXOX,1
XOOXXOOXX,1
OXXXOXXOO,1
 XXOOO  X,0
XOXXOOXXO,1
XOOOX XXO,0
X OXXOOX ,1
XOOX OX X,1
OOOX XXOX,0
  XX XOOO,0
OXO XX OX,1
 OOOOXXXX,0
 OX X  XO,1
XOXOOOX X,0
XOOXOOXXX,1
OOXOXXXOX,1
OXOXXXOXO,1
XXOX  XOO,1
OXOXOXXXO,1
 XO XXOXO,1
OXOXOOXXX,1
OOO  X XX,0
XXOOXXOXO,1
OXX XOOOX,0
OXOXO XX ,1
X OXO XXO,1
O X  X XO,1
O XOOXXX ,1
OXOXXO X ,1
OXOXOOXXX,1
XXXOOOXO ,0
OXXX XOOO,0
OOXXXXOOX,1
 XOOXOXX ,1
XXOOXOXXO,1
 XXOXOOX ,1
XOXOXOOXX,1
 X  XO XO,1
X XOOOOXX,0
XOX XXOOO,0
OOXXXXOOX,1
   XXXOOO,0
X XOOOXOX,0
OXXOOXXXO,1
XO XXO XO,1
OOOXXOXX ,0
XO XOOOXX,0
OXOOXXXXO,1
 OXX XOOX,1
O X OX X ,1
XXXOOOXO ,0
XOOXXOOXX,1
X  OOOX X,0
OOOXX   X,0
OXOXXOXXO,1
OOOXXX OX,0
 XOOOX X ,0
XXXOO XOO,0
XOX X OXO,1
  X  XOOX,1
O X OX X ,1
XXOOOX OX,0
 X X XOOO,0
O X XOOXX,1
OOXXOXXOX,1
XXXX OOOO,0
X XOOXOX ,1
XXOOOXXO ,0
OXX XOOOX,0
XO X OXXO,1
 X XOOX  ,1
OOXXXOXXO,1
OOX XXX O,1
XOOXXXOOX,1
 XOXOXX O,1
OOXXOXOXX,1
XOXXOOXXO,1
OOOXXXO X,0
XXXOOO OX,0
XOOXXXXOO,1
 OXOXO XX,1
OOXXXOXOX,1
X O O OXX,0
OXOXOXXOX,1
XOXOXOXXO,1
XOXXOOO X,0
OOX OXXX ,1
XXXOOX OO,0
X X OXOOX,1
O XXXO XO,1
XXOOOXXO ,0
XX  XOOXO,1
XXOOXOXOX,1
XOXXOOXXO,1
 OX X XO ,1
OOXOXOXXX,1
OXOXXXOOX,1
OXOOXXOXX,1
OX OXXO X,1
X  XX OOO,0
OXOXXO X ,1
 XXOOOXOX,0
OOXOXXOXX,1
OX XO X  ,1
OXXOXXOOX,1
OOX XX OX,1
 X X XOOO,0
OOOOXXX X,0
OOOXXOX X,0
XO XO XOX,1
OX XXOX O,1
XOOXXOXOX,1
XOOOXXXO ,0
XOXOXXOXO,1
OXOXOXOX ,0
XO XX XOO,1
X XO XOXO,1
XOXOXOXOX,1
OX OOOXXX,0
O X XO X ,1
OOOOXXX X,0
OXXOOXOXX,1
XOOOXXO X,0
OOOOXXXX ,0
XOOXXOXOX,1
 XXOXXOOO,0
XOOOXXXO ,0
 OX  XOX ,1
 X OXOX  ,1
O XOXXX O,1
XOXXOOXXO,1
  OOOX XX,0
OXXOOXXXO,1
O XXXXOOO,0
XOOOX XXO,0
XOXOXOXOX,1
X OX  XO ,1
XOXXOOXXO,1
XOXOXXOXO,1
  X XOXO ,1
XXOOOX XO,0
 XXXXOOOO,0
XOXO X OX,1
OX XOOOXX,0
 X OX XO ,1
XO X  X O,1
 XOXOOX X,1
OOXOOXXXX,1
XXOXOOXOX,1
OOX XXX O,1
 OX  X XO,1
OOOXO XXX,0
X XOOO  X,0
XXOXOXXOO,1
XOOXXXXOO,1
XXO OXOOX,0
 OX X XO ,1
 XXX OOO ,0
O XXXXOOO,0
OX XXOX O,1
OXX XOXO ,1
OOXXOX  X,1
OOO   XXX,0
OXXXOXOOX,1
OX XX OXO,1
XOXXOXOXO,1
XOOO XOXX,0
OOXXOXOXX,1
 OXXXOOOX,0
XOOXXOOXX,1
XOOO XXXO,0
OXOXXOXOX,1
  X XOOOX,0
OOO XXXOX,0
 XOOO X X,0
OOXXXXOXO,1
 XOXOXO  ,0
XOO OXOXX,0
XOOXXOXOX,1
 XX XOOO ,0
 XOX OX  ,1
XXO X XOO,1
XXOXOOXXO,1
XXOOO X  ,0
 OXXOXOX ,1
XX XOOOXO,0
OOXXXXXOO,1
XOOXOXXOX,1
X OOOXXOX,0
 X OXOXOX,1
OOXOXXX  ,1
X X OOOX ,0
XXO XOX O,1
O XO X  X,1
OXXX XOOO,0
O X XXXOO,1
XO X OXXO,1
OOOX XXOX,0
X X  OOOX,0
OXXOOOX X,0
OOOX XXOX,0
 OXXOXO X,1
XXOX XOOO,0
  OXOXOX ,0
XOXOX  XO,1
 XXOOOXXO,0
 XOOXX XO,1
OOOOXXX X,0
OX  X XO ,1
XOOXXXOOX,1
XXXOXOOXO,1
X OX OXOX,1
  XXOOOX ,0
OXXXO X O,1
 X XO X O,1
XOXXXOOXO,1
OOX XX OX,1
XO XOOOXX,0
 XOOXX OX,1
OOOO XXXX,0
 XO X  XO,1
X OXXO XO,1
 XOXXO XO,1
OXXOOOXX ,0
 XXOOOXXO,0
 OX OX  X,1
XO XOOXX ,1
  XXOOO X,0
 OOOX  XX,0
XOOOOXXX ,0
 XXOOOX  ,0
O XOOOXXX,0
XXXOOXOOX,1
OXOXXOXOX,1
OXXXOXXOO,1
OXXOXXXOO,1
XX X OOO ,0
XOOOOX XX,0
OXXXOOXOX,1
XOOXOOXXX,1
   XOOOXX,0
 OXOXXXO ,1
  X X OXO,1
OXXOXXOXO,1
XX XXOOOO,0
X XXOOX O,1
X XOXXOOO,0
 OXXOX OX,1
XXXOXOXOO,1
 XX  OOOX,0
XOXOOXXXO,1
XXOX OOOX,0
XOOX  X  ,1
OOXXOX  X,1
X XOOXXOO,0
XOXXXOOXO,1
OXXXOXXOO,1
XXOOXOXOX,1
X  XXOOXO,1
XOX XO XO,1
X OXOOXX ,1
XXO XOOX ,1
XOOXOXXOX,1
XXOOXOOXX,1
XXOOXOOXX,1
XO XX OXO,1
X XXOOOXO,0
OX OXX XO,1
OXOXOXOX ,0
XOOXXXXOO,1
XOXXOOXXO,1
XXOXOXO O,0
  OXO OXX,0
XXXOOO OX,0
 X OXO X ,1
XXXOOXOXO,1
XXOOO   X,0
X OXOXOXO,0
XOOXXXXOO,1
XOOO XXOX,0
XXXOXOXOO,1
OX XXXOOO,0
OOOXX XOX,0
  XOOX X ,1
XOOOXXO X,0
  XOXOX  ,1
X OOOX  X,0
X  XO X O,1
OXOXOXXOX,1
XXXXOOOO ,0
OOOXOXXX ,0
XXOX OOOX,0
XOXOXXXOO,1
  XO XO X,1
XOX XO XO,1
OX OX  X ,1
OX  XOOXX,1
XXOOXXOOX,1
XOOXXXXOO,1
XOOXOXXOX,1
XOOXOXXOX,1
 X XXOOO ,0
XXOOO XOX,0
X  XOOX  ,1
X OXOOOXX,0
XXOOXOXOX,1
XXOXOOXXO,1
O XXXOOOX,0
X  XOOXXO,1
XO XXO XO,1
OXXXOXOXO,1
 OXOXX OX,1
O XOXOXX ,1
XOXX OXO ,1
OXXOXOOXX,1
OOOXXX OX,0
OXXOXXOXO,1
  XOXO X ,1
XOOOXXX O,0
XOXOOX X ,1
OXXO XOX ,1
XOOX  XXO,1
XOXOXXOXO,1
OXOOXOXXX,1
  XO XO X,1
OXOOXX  X,1
OOO XXXXO,0
OXXOOXOXX,1
 XXOOXXOO,0
XXXOOX OO,0
 XO OXOX ,0
X OX  X O,1
OOXOXX  X,1
OOX  X X ,1
 XOXXOX O,1
XXOXOOXXO,1
OXXX  XOO,1
XXXOXOOXO,1
OOXOOXXXX,1
O X  XOX ,1
X OOO  XX,0
X XXOOOOX,0
OOXXOOX X,0
XOXOXXXOO,1
XOOXOXXOX,1
XXXOOXOOX,1
OXOXOOXXX,1
 X OX OX ,1
OOOXOXX X,0
XXXOOO   ,0
XXX   OOO,0
XOXXOOOX ,0
XX XOOOXO,0
XOXOOXXXO,1
OOX X X  ,1
XOXXOXOXO,1
OXOOX XX ,1
OXOX XX O,1
O X X  XO,1
OXX  XOOX,1
  XOOOXX ,0
XOOOXX   ,0
XXXOOXOXO,1
XO XXOOX ,1
XOX OX XO,1
XOOXXOXOX,1
OXOXOOXXX,1
XOOXXXOOX,1
OOXOXXOXX,1
XOOXXOXOX,1
OOX OXXX ,1
 XXX OOO ,0
 OX XOOXX,1
OX X XXOO,1
OXOXXOOXX,1
XOXOOXXXO,1
OOXOXXXOX,1
XOOXXOXXO,1
OOXXOOX X,0
OXXXOOXXO,1
XXO O O X,0
 XOXOOXX ,1
XXOXOXXOO,1
OOXXX OX ,1
 XXOOOXOX,0
OOX X OXX,1
XXOOXXOXO,1
XXO X XOO,1
XXOOOXOX ,0
O X X XO ,1
OOXXXOX  ,1
OOO X  XX,0
XXOOXOOXX,1
 OXOX  X ,1
 XO XXOXO,1
XOXOXXOOX,1
XO XXXOOO,0
OOXXXOOXX,1
XXOXOXOO ,0
XXOOXXOXO,1
OOOOXXXX ,0
 OOOXXOXX,0
O XO XOXX,1
XXXXOOXOO,1
XXO O O X,0
OOXXXXOOX,1
OOXXXXXOO,1
 X  XXOOO,0
OOXXXXOXO,1
XOOOX XXO,0
  XOX X O,1
XXXOXOXOO,1
XOXXOXOXO,1
OOXOXOXXX,1
OXXOOXXXO,1
XOXOOOX X,0
OOO XXOXX,0
XOXXOXOXO,1
XOOOX OXX,0
XOXOXO X ,1
XOXXX OOO,0
XOXXOXOXO,1
OOOXXX XO,0
XOOXXXOOX,1
XXOXOXXOO,1
OXXOXOXOX,1
OX XXOOOX,0
XXX XOOOO,0
 OX X OX ,1
X OXOOX X,1
XXOOXOXXO,1
 XX OOOX ,0
XOOOXXOX ,0
 XXOXXOOO,0
XO XX OXO,1
OXXOXXOOX,1
O OOOXXXX,0
OXOXOXXXO,1
X OXXOOX ,1
X   XOOOX,0
 XOXOOOXX,0
XOX  XOXO,1
OX  X XO ,1
XOXOOXOXX,1
 X  XOXO ,1
OOXXOXOXX,1
XXOOO X  ,0
OXOXXXOXO,1
 OXXOX OX,1
OXXOOXXXO,1
XXOOXXOOX,1
 OXXXOX O,1
XOOXX  XO,1
XXOOOOXX ,0
 XOXXXOOO,0
XXO XXOOO,0
O X XOX  ,1
 XXOXXOOO,0
OOOXX XOX,0
  XOOOXX ,0
  XOX OX ,1
  XOOX  X,1
XXXXO OOO,0
XOOOOX XX,0
O X XOXOX,1
 OX  XOX ,1
OOXOOXXXX,1
X OXOXX O,1
OOXXOXXOX,1
XOOOX  X ,0
O XXXOOOX,0
OXXOOXXXO,1
 X  XO XO,1
OXXXXOOXO,1
O XOXXO X,1
XOOXXOOXX,1
OOXO XX X,1
OXOXX OX ,1
 OXO XOXX,1
XXO O OX ,0
OOOOXX XX,0
OXO X  X ,1
XOOO XXOX,0
X  XO X O,1
OXOXXXOOX,1
XOO OXOXX,0
OXOXXXXOO,1
 XXX  OOO,0
XOXXOXXOO,1
  XOXOXXO,1
XXOOOX XO,0
OX OXXX O,1
OXOXOOXXX,1
OXOXO OXX,0
XX  XOOXO,1
OXOOXX X ,1
OOXXX X O,1
 OXOOOXXX,0
XX  XOOO ,0
 XXX  OOO,0
OX OX OXX,1
OXXXOOOX ,0
XOXOXOOXX,1
XXOOXOXXO,1
XXOOXXXOO,1
XXOXOOXOX,1
XOOOXXOX ,0
 OXOX OXX,1
XOOX XXO ,1
OOXXX OX ,1
OOOX XOXX,0
 XOOXOXX ,1
XOXXOXOOX,1
 OXOX XXO,1
 XX XOOO ,0
XXOOXOXOX,1
XOXXOXXOO,1
OXOOXOXXX,1
XXOOOX XO,0
XXOXOOXXO,1
OXOXOXXOX,1
XX OXXOOO,0
 X  X XOO,1
OXOXOXO X,0
XX  X OOO,0
OXXXOXOOX,1
 OX  X OX,1
OXOOO XXX,0
XXXXOOXOO,1
 XOXOOOXX,0
 OXO XXXO,1
OOXXOXXXO,1
OX OOOXXX,0
XOOO   XX,0
XXOXXOOXO,1
 XXXO XOO,1
XXOXOXO O,0
 X OX XO ,1
OXXXXOXOO,1
 OOOXXX  ,0
XOXXXOXOO,1
XOOXX X O,1
XOOXXOOXX,1
OXXX XOOO,0
XOOXXOOXX,1
OXOXXOXOX,1
X OXXXOOO,0
 XX XOXOO,1
OOO XXX  ,0
 X OXXXOO,1
XOOX OXX ,1
OOXXOXXOX,1
OOX X XOX,1
OXXXOOXXO,1
XOXXXOOXO,1
OOXXOXXOX,1
 XOXOOX X,1
X OX OXXO,1
XXOX XOOO,0
OXO X  X ,1
X X OXOOX,1
XXOOXXOXO,1
 X OXOXOX,1
XO OOOXXX,0
XXOXOOOX ,0
OO XOOXXX,0
 OXOXX XO,1
OXX OOOXX,0
  XOX XO ,1
X XOOX XO,1
OXXXOOO X,0
OXXXOXOXO,1
XXXOOXOOX,1
 OXO X X ,1
X XXOOOXO,0
OOXXOXXXO,1
OOXXXOXXO,1
OXXXOOOX ,0
XXXOO XOO,0
XXXOOO XO,0
XXXOXOOXO,1
OOXXXOXOX,1
OOXXOXXOX,1
XOXOOOX X,0
 XOX XXOO,1
XXOOOOX X,0
OOXOXOXXX,1
XOXXOXOXO,1
XOOOX OXX,0
XXXOOXOOX,1
