board,winner
OXOOOXOOO XXOXOXOXXXXXX  XOOOOXOXOOXXOOXOOOXXXOXXXOOXOXOOOXOXOOOXOXOXXXXOOXOXX XX,1
XOXXOXXXOOOOX OOXOX OXXXXOX XOXO  OXXOXO OOOOOXOXXXXXO XXXOOXXX XO OOOXXOXX OOOOO,1
OXOXOOXXXOOOOOOOOOOXXXXXOOXOXOOOXOXXXXX XXX XXXXOOXOOOOOXOOXOOOOXOXXX XOXX XOXOX ,0
XOOXOXOOXOXXXXXOOOOXOOOOOXOXOOXXXOOXXXXOXOOOOXXXOOXXXXXOXOXOOXOXOXXXOXXXOOXXOOXOO,1
XXOOXXXXOOOOOO  XXOXOOXOXO OOXOOOOXXXOOXOOOOOXOOXOXXXOXOXXXXXXXO XXOOXXXXOOXXOX O,0
XXOXOXX OXO XXXOOOX XOO  XOOOXXOXXOXOOXOOOXOOOXXXXXXOOOOXOXOXXOXOXOXOXOXOXXOXOO X,1
OXOOOOXOXXXOOXXXOX OOOXXXXOXXXOOOXOOXOOX OOXXXOOOXXOXOXXOOO OOOXOXXXXXOXOXXO XXO ,0
OX XOOX OOXXX O  O OXXO OOXO XXXOOXOOOOXX  XOXXXX O XXOXOO O OOXOOXXX  OXOXOXX X ,1
 X   OX XO XX XXOXXOXOOOOXOOX  OOXXXXXX XO X OO OOOXOOXOOOXOXXXO OO XOXOOXXOXXX O,1
 OXOXXXOOXXOOXOOO OOXX  XX  XOXXOOXXXOOX    XX XXXOXO  X OOOO OOX  O   XXO    OOX,1
XOXXXXOXOXOXOOOOXXOXXXXOOOOO O OXXXXXXOOOXXOOOXXOXOOXXXOOXOXOOXXOXXXXOOOOOOOXXO X,0
OOXOOOOOXXOOOOX OOXOXXOXO XXXXO  OOXXO OX XOXOO OOOXXOOOXXOXXX XXXXOOXOXXXXXXX OO,0
XOOXO OOXOO O OXX  OX OOOOO OOOXOXX XOXO XX OX X X XO XX XXXX XOOXOXOOOXXOXOXXO X,0
OOXXOXO XXXXOOOOOOOXOXXXOOOX XXXOOX XOXXXOXOOXXXXOO OX X XXOOXOOOXOXOOXXOXXOOOOXX,1
O O OOX X OXOXOOOXXOOOOXOXXXOXOOOOXXOOXXXOOOX O XXX OXXOO OXXOXXX XXOOX XOXXOXOXX,1
OOOXXOOOOOXOOXOXXOOOOXOXXXO XOXOOOOXXXOXOOXXOXXOOXXOOOXXXXXXXXXXOXXOOXXXOOXOOOOXX,0
OO XOXOXXOOXXOOXXXOOXOXXOOOOXOXXOOXXXOXXOOOOOXOOXXOXOOOXOOX XXXXXXXXXXXO OXXOOOO ,1
XXXXOOXXOXXOXXOXOOXOOOXOXXXXOOOOOOOXXXXXXOOOXOOXXOOXOOXOXXOOOXXOOOXXXOXOXOOOOXXXX,1
X OO XOOO OXO XOXXXOOOXOXOXOOO XXX  X XOOXO  XX OXO   XXXOXXOXOO OXX XOO  XXO  OX,1
O XXX OXXO XXOXOOXXXXOXXO XO XOX XOO O OX OOXX OOXOOXXOOXOOOOOXXXXOXXOOXXOOOXXO O,0
     O  XOO  X XXOO  O  OX X O OX X X OXO XOXXOO XXO X XOX    OX X O O O XO X    ,1
O XXOOO O XOXXOOOXXXXXOXXOOXOXXOOOOOOOOXXXXOOXX XXXOXOOOXOOOOXXOOOXXXXXXOOX OXXXO,0
  XX X OO OXX OOXXOXOXX XOOOO XO O XXOOOOOXOOO  XXOX XXXOXXXXXOXOXOX O   OXOOXXOO,0
OXXOOO   XOOXXOXXOOXXO  XX OXXX OXOOXOXXXXOXOOOOXOO OX OO OXOX XOOOOXO XO XXXXXOX,0
XXOOXOXXOOXOXOOOXXOOOOXXXOOOXOXXXOXOOXOXXXXOOOXXXOOOXOOXXOXOXXOXXOOXOXOXOXXOXXXOO,1
OXXXXOXOXXOOXXOXXOO OOXOOX XXXXOOOXOOOOOOXXXXXXXOX O OXXXXXOOOOXOOOXXOOOOOXXOXOXX,1
OOXXOXXXOOOXXXOOOXOO OOXOXXOOXXXOOXXXOOOXOOXOXXXOOOXOXOXOOXOXOOOXXXXOXXXXOOOOXXXX,0
OXXXOOXXXXXXXXOXX OOOXXO  XOOOOOOOXOOXOXO XXXOOOOOOOOOOXOXXXXX  XXOOOO XXXOXXO  X,0
OXXXOOOXXXOX XOOXOOOXOXOXXOOXXOOXXXOOOXOOXOOXOOXOXXOOOXX OXOXOXXXOXOXXXOXOOOXXOXX,1
XOXXOOXXOOOXOOXOXO XOXOOXOO XXXXXXOOXXOOOXOOO OOXXOXO XXXXOXOXXXOOXOOOXXXXXOXOOOX,1
OOX XXXOOX XOO XXOXOOXXOOXXOXXOOXOXOXXOXXOOXXOXOOOOOOXO OXXXXXOX XXXX O OXOOOO OX,1
XOXXXXXOXXXXOXOOOOOOOXXOOOOOXOOXXXOOXOXOXOOOXOXOOXXXOOOXXXOOOOOOOXXOXXXXOXOXXXXXX,1
OOXXXOOOXXXXXO O XOO XOXXXOXOOXOXXXXOOOOXXXOOOOXOOXX OXXO XXX OXXOOOOXXOO O   XOX,1
XXXOOOOXXO XXOOOX OO XOXOOOOXXXXXX OOXOOXOXOOOOXXOXOOXOXX OOXXX X X O OXOXXXXOOX ,1
XOX X OXOXX XXOX OOO XX OO  XOX  XOOO OXXOXOOXX OXXOOOOXXOXXOXXOO XXOXX XXOXOOOOO,1
  OXX X  XXOOXOOXOOXOOXO OXXOXOOXOOOO OXOOXXOXXX XOOXXOXX  XXOOOXXXXXXXOOOXX OOOO,0
  O XXOOXXXX XXO XXXXOXXXO  O  X OX XOOXOOOX OXX  XX OOOXXO OXOOOX  OOOOOXXOOOXOX,1
XX XOXXOXOXOXX XOXOOOOXOOX XX XXOOX OXOX XOOOOX XOXXXOOOOXOOOX OOXOOOO  XXXXXOOXX,1
 OXXXOOO X  XXXOXX  XOOOXXOXXXOOOO  XOXO  OOX OXOXOO   XX  OX  O XOXOOXOXXX XXOOO,1
XX XXXXXX OOOXXOOXXX  OOOOO XXOXOOOOOOOX XX OOXOXOOXX OXX XXO XXXOXXOOOXXOOOOO XO,0
O   XXX OOXXOOXOOOX  XXXOOOXXOXOXXXXXOXOO XOOXXX O XOOXXO OXO  XOOOXX OXO OOXOOXX,1
OXOXOXOOXXOOOOXOOXXXOXXOXXXX OXOOXOOXOOXOOOXOXOOOOXOXXOOOXXXXXXXXOOOXXOOXXXXXXOOO,0
OXOOO OOOXO  OO X O OXOXXOXOXOOOOOX  XOOXXXXX OXXOX OOXXX  X  OXXXO XXOX X OXOXOX,0
XOX    X XXO XOXOXXXXOXXXX OOOOOOOXX OOXXOXOOXX OOXOXX XO OXOOOXXXOXOX OO  OO   O,0
X OOXOOO XOXXXOX OXXXOOOXO XXOXXOOXXXOXOOO OOO OXOXOXO XXXOXOOXXOOXXXOXO XXOXX OO,0
XOO  OOOXX O O OXOXXXXX O XOX OXXOOO OOXOXXOO OOXO   XXOX X OX  X O  XX  XOX X XO,1
   OXOOOOX OXOOXOXOO XOO  XXXXOOX XX XXXO  XXOXOOOOXX OXXXXO   OO XX O O  X OO XX,1
 OXXXXOOXXXXOOXOOXOO X XO XXXO X XOOXO O OOXXXXX OOXOOO XXO OXOXOOOXOOOOOXXOXOXXX,0
OXX XXXXXOXOXXOXOOXOOXOOOOXOXXOOOOOXXOXOOXOOXOXXXXXOOOX XXXXXOOOOXOOXOOXXOOOXXXXO,1
OOOOOXXOOXXOXXOXO XXXOXXXOOXXXXOOXXOOXOOOOXOO X OO  XO X X XOOXXXXXOXXXOOOOXXOOOX,1
  XXXXOXXOX XX O  XOOOOOOOXOXX XXOOXOOXOO XXXXXO OOOO OXOXXXOXXOOXOXXOOOXXOXO OOX,0
XOX OOOXOOXOOXXOOXOOOX OXOOOOXOXOOXXXXXOXXXXOXX XXOOXXOXXOOOOOOXOOXXOXXOXXXXXOOOX,0
XOOOOOOXXOXOOX OOO O   XXO OXO OO OXX  OOX OXXXX OXXX O XOOOXO XXXXXXX O  X OXOXX,0
 OOOXOOXXXO OXXX XXOX XOOOOO XXOOXOOOXOOXXOOXOXXXOXXXXO OOOOX OXXOOXXOXXOOXXX XXO,1
OXX XXOO OXXO XO  OXXOOX O X OXXOOXOXOX OXXXOX XXX OOOOXXXX OXOOOXXXO OXOOXOOXO O,1
XXOOOXOXOXXXOXOXOOO XOXOXXOXOXXXXOXOOOOXOXOOXXOOOOXXXXXXOXOOXOO XXOXXOOXOXXOXOXOO,1
XXOXOOXXOOOOOOXXXOXXOOXOOOXOOOOOXXXX XXOXOOOXOXOXOXOXXXOOXXOXXXXOOOOXXOXOXOOXXXXO,0
XOOOXOXXOXXXOXXO XX XOOOXOOO XXO OX XXOOXXXOOXXOOOXXXXOXXOOOO XOXOO XXOXX O XO OO,1
OXXXOX OOOXOOXOXOXOXXXXOOXOOOOOOXX XOXOXXXOO XOXOXOXOXXXOO  OOOOXO XOXOXXOOXXXX X,0
  OXXO XXO O  OXO XO  OXX   X  XX XX O O XOX    OOXO OX  X XOXOO O XO  OOXXXO  OX,1
OXO X OOXXOOO  OXOO OXXXOXOXXXXOOOXXOOX OOXO OXXXOXXXOXOXXXXXOXOX XXXOOXOOXOXOOOO,1
OXOOOOOOO XXXXXOXXXXXOOOXXOOOXOXXOXOXXOOOXOXXXXOXXOOOXXXXXXXXXO OOOXX OOOXOOOOOXO,0
XOOXXO  XOXXXXXXOOXOXOOXO XOXOXOOOOXOOOOOXXXXOOOOOXXXXOXXOOOXXOXOOO XOXXXXXXO OXO,0
XXOXXXOOXXXOOX  XOXOOO OXOXOXOXOOOXOOXOXOOO OXXOOXXXXOXOOXXXXXOXOOXXOXXXOOOOXX OO,0
XXOOOXXXOO OOOXXXOXXXOOOXXXOOXOOOXXXXOOXX OXOXXXXOO XOXO OXXOXXOXOOX XOOOXOOO XOX,1
 O X XXXXXXXOOOOXOOXXOOOOXXXOOXXOX OOXOXOXOOOXX XXOXOOOOXOOOXXO  X XOXXOOXXOX XO ,1
OXOOXXXOOO XOXXOXOOXXOX OOXXXXOOOXOOOXOXXOOOXXOXO OO XXOXXXX OOOOXXOXXXXOOXOXXOOX,0
OXXOOOOXOXXXXXXOOOOOOXOOXXXXOXOXXXOOXOXOOOXXOOOOOX OOXOXOXXXXXOOXOOOXXXOXOXOXXXOX,0
OOOOOXOXOXOXO OX XXXXXOOOOOOXOOXXOXXXOX XOOXOXOXOOXOXOOO XOOOX XXXOOXXX XOXX OXXX,0
X XXOO XX XXXOXX   OOX  OXOO XOX OXO XXO O X XOOOOOX  O  XXOOXOX XXX OOXOO OXOOOX,0
OXOXO X XOOX OO XX OXXOXOXXOO  X XOOOXOX OXXXXXX OXO X OO  OOOOOOXOO X X OOXOXXXX,0
OXOXXX OOXOXXOOXXO  XOXOXXOXXOXOO OOXOOOOXOOXXXOOXXXXOXXXOOOOOOXOXXOXOXOXOXXXXOXO,1
XOX   XOOOXXX XO  XOX XOX OXXOXO OX  XOOXX  O XOXXO X XO OOOOX XOOXO OOOXOXXOOXX ,1
OOO OXOOX OOOOOXXXOXOOXXOXXOXXX OXOXXOOOOXXOOXXXO  XXOXO X OXXXOOOX OXX XOOXXXO X,1
XOOXXOXOOOOXOOOOXXOOXOOOXOOXXXXXXOOO OOOOOXXOOOXXOXXXXXXXOOXXOXOOXXXOXXOXXXOXOXXO,0
OOXOOOXOOXOOXOXXXXXXXXOOOOOXOOXXOXOOOOXXXOOXXOXXXOOOXOOXXXXOOOOOXX OXXXOXOXXOXOXX,0
XXOXOOXXXXOOOOXOX  XXOXOOXO OOXXOOOXXOOOX XXXOOXOXXXOX OOOOX XXXXOXOX OXOOXXOOOX ,1
OOXOXXXXXXXOXOXOOOXOOOXXXOOOOOOOOXXOOXOOOXOOOOXXXXXXXOOXXXOOXOOXOXXOXXOOO  XXXXXX,1
 XXXOOXOXXXXXOXXXXXXOXOXXOXOXOOXXOOXOXXOOOOOXOOXOOOXXOXOXOXOOOOXXOOOXOXXXOOXXOO O,1
OO OXO XXXXOXX XOXX OXXOXO  XX OOOOOXXXOOOOO O XX XXXOX XOXOXOOXXXOOOOXOOXOXX OXO,1
O  XOX  O OX X  OX  OX     OX X OOXOXO XOXOOX  XX O  XOX XOXO OXO XXX X O O OXXOO,1
OXXXO XO OXXXOXXOXXXOOOOOXXOOXXXOOXXX X XOOXXOOXOXOOOOXXOXXOO OOOX OXXOOO XXXOOOX,0
XOOOXXOXO XXOXOXXXXOOXOXXXXOOXOXOOXOOXOOXOXOOOXXX XXX OXOOXXXOOOXOXOOX X OXOOX OO,1
  X O OX   X   X X X   X     XX        XXOOO XOOXO OOO  XO  XO XOO      O     X O,0
  O  OOXOOX    XX XOXXXO   OO O XXXO XXOXOOOXO O OX XOOOOOOXXXX   OXXXXXXOX OOO X,0
OXXXOXO OO XXOOOOXOX XOOXOXOXXO OOXXX XOXOXXO XXO XXOXX OXXO OXXOO OOXXXOO OOXXOO,0
XXX   X OXXO OX  XOOXOOXXOXOXXOOXXXOX OOOOXOXO O OXXXXOOO OOX O XOXXX OXXOXOOOOXX,1
 XX O   OXX OOXXOX XOOO OXXXOOXOO XOOXXX XOOX OXX  OO X OOOXXXOXXXXXXXOO OO  O OO,0
OXOOOOOOOXXXOOXOXXOOXOO OOOXXX OXX  OOXXXOOXO XOOOOOXXOX XXXX XXXOOX OOXOXXXOXXXX,1
XXOX XOOX XOOOXOXOX OOX OXXOOXOX XOXOO XXXOOO OOOXXXOX  XO  XXOO  XX  XOX XOO XO ,1
O OXOO    OOXO XXXOXXXXXO OXOO OO X X XO OOXOX OO  O XXXO  XO XX O XX  XX  OX OXO,1
OOOO   XOOXOX  X X O XXXO  XOX  XOOOOXXO OXOXXOXOXXOO  XXOXO X X OOOXXXOXX  XXOOO,1
XXXOOOOXXXOOOOXOXOXOXXOXXXOOOXXOOXXXOOXOOXOOXOOX OOXXXXOOXOXXXX OOOXOXOOXXXXXXOOO,1
OXXOOXXOOXO  OXOOXXOXXOXOX OXOX X X XOXOXX O X XOXXOXOO  XO OXX OOXO OOOXXXXOXOOO,1
OOXXOO XXOOOXXOOOOXOOOXXXXXXXXOOOOXOX XXOOOXOXXXXXOXXOOO OOOXXXXXXX OOXXOOOXOXXOO,1
XXXOOOOOOOOXOOXXXXOO OOOOOO OOXOXXOXXXXXXOOXOOOOXOXOXXOXOXOOXXO XXXXXOXOXXXXXOXOX,0
XOXXOXOXOOXOOOOXOXOOX XXXXXOXOXXOOXXOOOOXXXOOOOOXOO XOOXOXOXOXOXXOXXXXXOOOOXOXXXX,1
OOXOXOXXXOOXOXOOXXOXOOOXOXOXOOXXOXOOXOOOOXXXXOXXXOXXOOXOXOXXOXXXXXXOOOOOOOXXOXXOX,1
XXX XXX O O XXX O X XX OO   OOXXXXX OXOOOOOXOXO  XOOOOXXOOOO   XXOOXOXOOXXOO OX X,0
OXXX X    OOX XX O  OOO XXOO O  X OO OXOOXOOXXOXO XO  XOX  XXX O OXOXO  XOX  X X ,1
X OO  XOOXOX XOOOX XX OXXOXX O OXOXOXXOO O  XXOXXX XO OOO OOX OX   XOOXX XOXOOXXO,0
XXX OXOXXXX X OOOX OO XOO XXO OOX XOXX OX OOX O OOO OOXOOOOXXXOOXOX XXXXXOOOX X  ,0
OXOX XOXOOXOOOOXOXXOXXOXOXXOOOXOOOOOOOOXOXXXXOXXOXOXO XXXXXOXXXOXOOXXXOXXXXOOOO O,0
XOX  XXOOOX OOX OOXOXXXOXXXXOOXXOOX OOXOXOXOOX XXXOXOOOXOOOOXXXOXXOX OO  XXXXOOO ,1
  X OX   XX   OXOXOXOOOXO OXX OXOXO X O OO X XXX XX O  OXXO O   X X     O XOO O  ,1
OOXOXXXOOOO OXXO OXO OXXXX OXXOXO XXXXOOO  XOXXXOOXOXOOXX OOOXXXOXO XXOOOXXOOOX X,1
OOXOXO O XOXXXOXOXOXOXOXXXOXOOXOXXOOXOXOOXXXXXOXOXOOOXOXXXOOXOOXOXXOOXOXOXXOXXOOO,1
XOOXO  OXX  XO OXOOXX OOOXXXO XXOOOOXXXOOXOXOOOOO XO XOO XO  X XXXX  O OXXOXX XOX,0
 XOXXXOOOOOXXOXX XXOXXXOXOXXOXOXOOOOOXOOXOX XOOOOO XOOOXXOOX XOXXOX XOXXOXO OXX  ,0
XX XXXOXOX   OXOXX    XOOXXXOXXOXXOO OX O XO X OO  X     OOX OOOO OXOO  X O X    ,1
OXXXXXXOXXOOOXOOXOXOOXXXXOOXOXOXOOOXOOOOXXXXOOOOXXXOOXXXO XXXOXOOXXXO XXXOOOXOOOO,1
XOO XXO OXOOOXOXOOXXXOOXXXX  XXOXXX OOXOOOXOXOOXXOXOXXXOOXXOXXX OXO  X OO XOOOXOO,1
X XOX XOXXOOOOXOOXXOXXXXOXX OOOXO XXXOOOXOOOOXOXXXOX OOXOOX  OXXXOXOOXXOX OOXOXXO,1
OX  OXOXOOXXOOOOOXOXO X O XXO  O XOOOXO X OXX XX XX O XXXXXOOOOOXOXXXO OXXO  XOXO,0
XXXOXOXOXO OO XXXOXO OOOOOOOXXXOOXXXOOXXXO X OXXO XOXOXX OO OXXOOX OO XXOX XO OX ,0
XX X O O OOX XXO OXXXXOXOO  OOXO XOO XXOXO XOOXXOXOO X XOOXOXOXOXXOXX OOOOXXXXOOX,1
OXOOOOXXXOOOXOOXXXXOXXXOXOOOXXOOXOXOXOOOOXOXOXOXXXOXOXOXXXXOOOOXOOXXXXXOXOXOOXOXX,1
 XXO X OOO XXXOXXXOOOOXOOOO OXOXO XXOXOOXXOOOXOX XXOOXXOOXXOXXXXXOXOXXOXXOOOOOOXX,0
X   OOX X  X  X  X OOXOO XX XXOO XXOOX OXXOOOOOXXXOOOOOXX   OX OXX  XXOXOXXO OO  ,1
OXOX XOXOXXOXXXXXOOOOXOOOXXOXXOXOXXXOOOXXXOOX XOXXXOOOXXOXXOOXOOOOXOOXOOXOXOXXOXO,1
XXXO XOOXOXXOOOOOX XXOOXXXOXO OOXXXO XXX XX OXOOOO XX OOXOXXOOOXOOXOXOOXXOX XO XO,1
OOOOXOOOOXOOXXOXXXOXOXX O OXXOOOOXXO XO OXOOXXXXXOO OXXX XXOXXXXOO  XOOOX XXOOOXX,0
XXXO OOOOXXXOOX X OOOXOO  XOXOXXX XO XO OXOOX  X O XXO XOO  OOX   X XOXOXXOOOXXOX,0
XXOOOXOXOO XXOOOOXOX XOXOXOOO OXXXOXXOOXXXXOXXXOXOOOOOXXOXXOXOOXXXXOXXOO XXOXOOO ,0
OOXXXOXXXXOO XOO OXXOOO OO OXO XOXOXOXXXXXOXXO OXOOOO  XXXOOOXOXOXXX XXXXOOXXOOOO,0
 XOXXOXOOXXXOXXOOXOXXXOOOXXXXXXOOOXO OO XOOOOOXOOXXOOOXXOXOOOXXXOXOOXXXXOOOXOOXXX,0
XOXXOOOOXXXXOXOOOXOXOXXXXOOXXOOOXXXXOXXXOOOXOOXXXOXOOOXOOOOXOXOXXXOXOOOOXXXXOOOXX,1
 XXXXXO XO OOXOXOXX O XOOOOOOXOOOXOOOOOXXOOXXOXOO XOOOXOXXXXXXOXXXXX  XXO XXOOXOO,0
OOOXXOOXXOOOXOXOOXOXOOOXXX XOOXXXXXOXOXOOXOOXXOXOXOOOXXO XX O XOOXXOXXOXXXOXOOXXO,1
OX    XO  O  XXOXXOXOXX X OOOO X OOO  OX   X  XXOOO    XXXOXXXX OOXOO     OXXOOX ,1
OOXXOXXXXOXOXXXOOXOOXOXOOXX OXOXXO OOO XXOOOXXXOOXOXOXXXXXOXXOO OXOOXXXXOXOOOOXOO,1
XOXXXOXOOXOXXXOXXO XXOOOOXOXXOOOXOXOOXOOXXXOOOXXOOOO XXOXXXXOO OXX OOXOOOXXXOOXXX,1
XOXXXOOXOOXOXO XOXOOOOXXXXOXXXXOOOOOXOXOOOXOOXOXOOXXOXOXOXXOOXOOOXOXXXXOOOXXXOXXX,0
 XOOOXXXOOXXO O XOXXOOXXOO OXXXOOXOOXXXOXOOOXOXOXOXOOXOO X XX XXOXXOXOXOXOOOXXOOX,0
OOOXXOX XOX XXXXOOXOXXXOOOXXOXXOXXX OOXXOOXOOOOOOXOXXX OOXOXOXO XXOXOXXOXOOXXOOOO,0
 OOXXXOX OOO  OOOOOX XXOOOXO  OXOXXOXX OOOXXX  O OOO XXOXO OX XOX XXXXXXXXOOXXOOX,0
OXO XXOX  OOOOXOXXXXOOXXOOXO X XO X XOOXOOXXXXXOOXOXOXOOOXOX OOXXXOOOOXXOOXXO OXX,0
OOOXXXXOXXXOXOXXOOOOOXXOOXOOXXOXOOXXOXXO OXXXXOOOOOXXXOOXOXOXOOOXXOXOXOOOXXXXOXOX,0
O XOOOOOXXOXXXXOO OOXOXO XXXO OXOX OO XXXOXOXXXOOXOX OOXXOXO XO XXX  XXOX OXOOOOX,1
XXXOXOXOXOXOOXOOXOXXXOXOOO O  OXXOXXXOXXXOOXO OXXXXXXOXOXO XOXXOXO O O XO OOOOOX ,1
XO  OOOO OO OXOXO  XOXXXXOXOO OOXXOXXO  XXXOOXO X O  X   XOXXOX OXXXOOX OOX XO  X,0
XOOXXOXOOXXOOOXXXOXOXXXXXOXOXXOOXO OXXOOOXXOXOXOXOXXXX XOOXXOXOOXXOOOOXOOOOOOXOXX,1
OX  O    X X  X XOX  OX OXXX   O XXOXX XOXOX XO    OX X      OOX O   O OXOXO OOOO,1
OXOOX X OX OOXOXOOX OX X XXOO XXXXOOXOXXO O   OXO   X OXXOXX  X  XXOXOO OXOOO OX ,1
XOXXXXOX XOOOXOXXXO OXOXXOOOOXXXOOXXOXOOXXOXXXXOOXXOOXXXOOOXXXOXOOOXOXOOOXOXOXOOO,1
XX OOOOOXXOXXXOX XXXXOOOOOOOOXXXXOOOOXOOXOOXOOXOOXXOOOXXOXXXXOXXOXXOOOOXXXOXXXXXO,1
XXOXXOOOOOXXXOXXXXXXO OOOXOOXO OOXOO  OXOXO OOXOOOXOXXXOXXX XOXO XXOOXXXXOOOOOXXX,0
OOXX OXOO OXO OOO  OXOXOOXOOOXXXOXOXOXXXOX  XOO XXXXXX XOOXO XXOX OXOX OOX XOXOX ,1
XXXOOXXXOOXOO XXXOOXOXOXXOOXOXOXOXOXOOXOOXOXXXOOOOOOXXOXOXXOXXOXOXXXXXOOOOXXOOOOX,0
OOX  XO O X  XO  OXXOOX OOO O XOOOX XXX  OX XXO XXOXOOXXX XOXO OXXXOOX OOOXOOX XX,1
OOO XOOXOXXXXXOXOXXOOXOOXXOOO XXOOXXXXOOOOOX OXOXXXOXOX XOOOXXOO XOXX XOXOXOXOXOX,1
XXXO O XOXXXXO OXXOXXXXOOOXXXXXOOXOOOOOOOXOOXXXXOOXOOXXX XX XOOOOXOXOXOOOOOXOXOXO,0
XOXXOOOOOXOOXOXOOXX XOXXOOOXXOOOOOXOOXOOXO OXOXXOXOXXOOXOXXXXXOOXXOXXXXOXXOOOXXXX,1
XOOO O XO OXOXO XOOXXOXOXX OO OXOXO XOXXOXXX XO XXOOXXXOOOOOXO XX OXOXOXX X OXOX ,1
OOXOOXXX X XXXX OXXXXO XXOXXXO O XOO XXOO OXOXOXXOXOXOXOOOOOXXOO XOOOOXXXOOOOXOOX,0
 XOXXXOOXOXOOOXXXXXXOOXXOOOXOOOOOOOXO OOXX OXXXOOOXXXX   OOOOXXXX OOOXXXXXXOOOXXO,0
O  X O XX XX OXXOXOO OXOO X O XX O X O X X     OX OOOXX X O     XXXXXOO  OOX  OOO,1
X XXOOXXXXXXOOOXXOOXOOXOXOOOXXOOOOOXXOXXOOO OOXOOOXXOXXXXOXXOOXXOXOXOXXXOXOXXOOXO,1
XX XXOXO XOX OOX O O XXXXOX O OXOO OXO X XXXXXXXOOXOOO XOOOXOOXOXXOOO XXOOXX OOOX,1
XOOXOOOOXXXOOOXXXXXOOOOOOOOXX OOXXOXXOXOXXOXXOOOX XXXXOXXOXOXXXXOXOOOOOO XOXOXXXO,0
OXOOOXO XXX OXXXXX XX XXOO XXOOOXXXXOOOXOOX OXOOO OXXOXX  OXXOOXXOOXOOOOX OOO OXX,0
 XXOO   X O  XX X  XOOOOOOX OO X  OOOO XOXO X X X X X OXO  XOOX X XXO X  OOOXXX O,0
  OOXOOOO  XX   OXXXXXXXOO X OOOO  X O X  X   OXO OXXXOO  OXOOXX OXX OX  X  OO  X,0
OOOOXXXXOXXOXOOOXOOXXOXOOOXOXXOOXOXXOXOXOOXOXXXXOOXXXOXOXXXOOXOOOOXOOOXXXXOOOXXXX,1
OXXOOOXX XXOOOOXXOXOXOXXXOOXOXOXOOOXOXXOOO X OXOXOXXXOOOXXX XOXXXOOXOXOO OOXOXXOX,0
OOOXXX XOXXXXXOXXXXXO XOOOXXXXOOOOXOOXOOOOXOX OOOOOXXOXXOOXXXOXOXXOOXXOXOXOOXXO O,1
 XXXO  O OOOXO XXOXXOOXOOOXOXOXXXO    OOOOXOOXX X XOXXX  XOX O    X  O X XOX OOOX,0
XOXXOO OOOOXOXXXOXOXXXOOXXXX OOXOXOX OXXO  XOXOXOXXXXXOXXOXOOOXOOOOOXOXO OOOXXXXO,1
OOXO XO OOXXO  XOXXOOOOOO OO XXOX X XOO XXOXOOXX   OXX OX XOXOO  XX  XOXOXX OOXXX,0
XXOXXOOOXXOXXOXOOOO  XXO XXXXXXXXXOOOOOXXOXOOX XXXXXOOOOOXXOOOXXOXOOOXXXOXOOOOOXO,1
XOOXXOXOO XXOOOXOXXXXXO XOX X XOXOXOOOXXOOOXOOOXXOOXXOXOXOXOOOXXXXXXXOOOXOOOOOXXX,1
XOXOXXXOOOXOXOXOOOXXOOXOXXXOXOXOOOOXOXOXOOXOOXXXX XOOXOXOXXOOOX OXOOOXXXXOXXOXOXX,1
XOXXOXXOOO OOOOOOOXOOOXXXOXOOXO OXOOOOOOO XXXXXOO XOOXXXXXOXOXXXXXXX X  XXXXXOOOO,0
XX XXOOOXO XXOXXO XXOXOXOXOOOOOXXOOOXXOOXOOOOOOXXO OOXXX  XXXOXOXXX XOOOOOXXOOXXX,0
XOXXOOOXXXXXOOOXXOOXX O OXXOOOOOXOXXOXOXXXXOXXO OXXOXOOOOXOOOXXO XOXXOOOXOXXOXOXX,1
OXXOXOOXOXOOXXXOOOXOOXXOXOXOXXXXOOOXX OOXX XOXOOOOXXXXOXOXXXO XXOOOOXXXXO OOOXXOO,1
OXOXXXOXXXOOOOXOOXXXXOOOOXOXOOOXXXOOOXOXOOOXOXXOXOXXOOXOOXOXXOXOOOXXXOXXOXXOXXXOX,1
XXOXOOOXXXOOOXXOXOOOOOXXXOXOXXOXOOXXXXOOXXXXXXOOXOXXXOOOXOXOOXXOOOXOOXXXXOXXOOOOO,1
O  OXXXX     XXX   X  O X  XXOXOOOOOOOOO  OO XOO XOO OO XX XXX XOXXOX    OXOX XO ,0
OOXXXXOXXXXOXOXOXXOXXXXXOXOOOOOOXOOOXOXOOXOOOXOOXXXOXOOXXXXOOOXOXXOOOXOXXXXXOOOOX,1
XXXOOOXXXXOXXOXXXXXOOXXOXXOXOOXOXOOOXOOXOOOOXOOXOXOXXXXXOXOOOXXOXXXOXOOXOOXOXOOOO,1
OXXOXXOOXXXXOXOO OOOXOOOXO OXOXOOO XOXXOOOXOXXXOXXXO  OOXXXOOO XOO XXXXXOOXOXXOXX,0
X   O OOOOXXXOOO  OXXOO XXOO OXOXXXXOOOXXXOXOXXXXOOXOX O XOOOOOOXOOX   XXX  XOXXX,0
XXOOO OOXXOXOX XOXXOOOX OOXOXXOOOXOX OOXOX XO XXO XOXOX XXOXOXXOX XXXXOOXOOOXXO O,1
XOXOOXXOOOOOOOXXOXOXOXOXXXXOXXOOOOOXOXOXOOXXOXOOXXOXOOXXXOOXXOXOOXXOXXXXXXOOOXXXO,1
