board,winner
OOX OOXXO XXXXXXOOXOXXOOO,1
X XXX OX OOXOO OX XO XXOO,1
XO XOOXOX  OX XXXOOXOXO  ,1
 XOX XOXXXXXOX  OO  O OOO,0
OXOX  OOX OXOXXO XXXXOOXO,1
  OXO  XO  XOXOOX   X X  ,1
XOXXOXOXXOOXXXOXOOOOOXX O,0
XOXXOOXOXOOOXOOXXOO XXXX ,1
OXXOX XOOOOOXXOOOXXOXXXOX,0
OXX OXOOOXXXOXOXXOXOOX XO,1
OXX XOXXOO OO OOXX O  X X,0
OXXXXOXXOO X  OXOXXXOOOOO,0
OXOOXO XOXXOOOXO XOXXXXOX,1
XXOOXXXO OOOXXOXOOOXXXOXO,0
XX X  X X XOO XO OOXOOXOO,0
OXXOOXOO OX OXXXOOXXXOOXX,1
XXOOO OXO OXXXO XOXOOXXOX,0
OOXXXXOOXXOOXOOXOOXXX OOX,0
X OOX XOOX OOXOXOXXXOOXX ,1
XO  OOO O XOOX X XOX XXOX,0
O   XXXOXO X XO  XX OOXOO,1
OXOOXXOXOXOXXOO X O XOOXX,0
XOO XOOOO  XXOOXXXXOOOXXX,0
XOXXXOOXOXOXOXXOXOOOOXXOX,1
  OOO OX   O  XOXXX    X ,0
XOXX XOXO  XOOOOXXXOOXO X,1
O  XX XXOOOX   XX OXXO OO,1
XOO  XXXXX OXOOO XOXXXOOO,1
OXXOXOOXOOXOXOXXOXOOXXXXO,1
O OXO XXXOOXXOOOXOOXXXXOX,1
 OX XX  XXOO X OOOXOOXOXX,1
XXXOOXXXOXOOXOOOXOXOOXXXO,1
XXXOXOOXOOXOO XXXXXOOXOOO,0
XXXXOXOOX O XOO XO OOXX  ,1
OXOXOXOXXXOOOOXOXXOXXOOXX,1
    XXOXOXXO OOXXOXXOOXOO,0
XOXXXOOX XOXX OXOXXOXOOOO,1
XXOXXXOXOOOOXOOXOO XOXXXO,0
OOXOOXXOXOXOXXXOXOOXOXO X,0
XOXOOXOOO XOOOXXXXX OOXXX,1
X OOXXOXOXXXOOXXXOOXXOOO ,1
XOXOXXOOOOOXXOXXOOOXXXO X,0
X  XXXOOXOOOOXXXXOXOOXOO ,0
OOXOOX XX OOXX OXO XOXXOX,1
OXOO XXOOOOOXXOXXXXXOXOXO,0
OXOXOXOXXXXXOOOXXXOOOOXOX,1
OOX XXO OXOXXOXOXOXOOOXXX,1
 XO XXOX XOOXXXOOOOOXOOXX,0
XOXOOOXO OOOXXO O XXXXOXX,0
OOXOOOXXXX OOXXO OXOXXOXX,1
OOXXO OX XXOXO XOXXOXO XO,1
XOXXOXXXOOO XXOOXOXXOO XO,1
OXXXXOOXOOOOXXOOXXXXOXOXO,1
XO XOX  X  XOX OOOXOXXOO ,0
OXXXOOXOXXOOOOO OXOXXOXXX,0
XOX XXOO OO OOXXX O  XOX ,0
XO OXXOOXXXOX OXOOOXXXXOO,1
OOXOXXOXXXOOXXOXOOXXOXOOX,1
X O OXXOOOXO   OXXXOOXX  ,0
OXOOXXOOOOXX OXX OX X X  ,1
XXOOXOOOOXO XXOOOOXX XXXX,1
O X   OOXOO OOXO X XXXXXO,0
XOXOOXOO OOXXXXOXOXXO X O,0
    XOOO X XOOXXXOXOXXOO ,0
O OXXOOOOXXXXXXOXOOOOOXXX,0
OOOX X OOOX XX XOO    X X,0
 O XXXOOXXOO OX  OXOXOX X,1
OXOXXO  OXXOXXO X  XXOOO ,1
OXO XOXXXOXOXOOOXOOXXOXX ,1
 OXOOOOXOOXOXO XOOXXXX XX,0
O  XX    OOXOO  O  XOXXX ,0
XX OXXXXOXXOOOXO  OOO  XO,0
O XX   XX OO X OOOXX OXOX,1
X XXXOOOXOOX XO OOXXOXOX ,1
X XOXOOOOXOOOXXXOXXXX XOO,1
OXXXOOXOXOOOXOOXXXOXXXOXO,1
OX OOXXO  XOXOXXOX OXOX  ,1
XXOOXOXOOXXOOXXOXXXXOXOOO,1
    XO OXX  O XO  X  OX  ,1
 OXO  OX XXOOOXO XOOXXOXX,0
   OX O X X X  OOXO  X   ,1
XOXXXOX XXOXXOOOXOOXOOOOX,0
OOXOOOXXXOXXXXXOXOXO X OO,1
OXXX OXOXOX XOO OX XOOXOX,1
OXOX OOOOOXXOXOXXOXX OX X,0
OOX XOXOXXXXO OOXXOOOXXXO,1
OXX OOXOOXOOOXOXOOXXXOXXX,0
 XXOOO   XX OXOX OOXOOXX ,0
XXX XXOOXOXOOOOOXOXOXXXOO,0
OXOOXXOXXOXXOXXOOXOXXOXOO,1
  OXXXOXXO XOOOXXXXOOOOOX,0
OOO XXXO XOOOOXOXXXXX X O,1
OOX XXOOOXXXOOOXOXOXOOXXX,0
X XOO OOO OX OXOOXX XXXXO,0
 OOXX  OX OOXO XOXXXXO XO,1
XX XOOOOOOOXXOXXXXOOXXOXO,0
O OXO  OXOOXXXXX X XOOO X,1
XXO OOOXOXXX XXOOXX XOOOO,0
O XOXOXXO OXXOOXXXXOOOOXX,1
  XXOOX OOX OO XXXOXOOOXX,0
 X OXO XOXOXXOXOOXOXX OXO,1
XX   XX  XO OOOOO OO X XX,0
 XOOXOXXOX XOOOOOXOXXXO X,0
O OX OXXXXOOX X XX O OXOO,1
OXXOXOXO OXOOOXOXXOXOXXXO,0
 O  OXO O XOOXXO O X XX X,0
XOXOOOXOXXXOXX OXXOXOOOXO,0
    X  O  XOXOOXOOX OOXXX,0
  OOXOOXX XXXOXOXX OXXOOO,1
OOO XXXOOOXO X X  O  OXXX,0
X OXOOOOOXOXXXXXO X O XO ,0
XOOXXOOOOXXX OXO XXOOOXXX,1
OXOOOXXXOXXOXO OXXXXXO OO,1
 OXOOXXXOXOXXOXXOOXOOOXXO,0
XOOOOOX  X  OX O  XXOXX  ,0
XXOOOXXOXOO OXOXXO  OOXXX,0
X OOOOO  X OXXXXO   O  XX,0
OOXXXOXOOOOXX OXXOXXX OOX,1
XXOXXOXOOXOOOOOX XXOOXXOX,0
OXXOOXOXOXOXX XXOXOOO XOX,1
OXOO XXOOOXOX  O O XXXOXX,0
OXOXXXOXOXXXOOX XOXOOOXO ,1
X XOOX XOO X  XOX   OXO  ,1
XXOXXOOOXOOOXXOXOXXXXOOOX,1
XOOXOXXOOOXOXXXXOOX OXXOO,0
XXOOOXXX  OXXOX XXOXOOOOO,0
O XOOX X XOX XOOXOXXXO  O,1
OOOOOXXXOXXOO OXOOOXXXXXX,0
 OOOXO O XXX XOO XOO XXXX,1
   OX OXOXOOXXX O X  OOXX,1
 OOX   OXXO   XO  X  OX X,1
OXXOOXOOXOOXXX XXXO O  O ,0
X XXX   OXO OOO OOXXO XXO,0
OXOOOOXXXXXO XXOXOXX OXOO,1
OXOXOXOXOXOOOXOXXOXOXXO X,0
X  OXXXOOOOXXOOOOXXXO XX ,1
OXXOO XXX XXXOXOXOOOOXOOX,1
OXXXOOXXOXOOO  X XO  X  O,0
XX  OOXXOOOX XXX O XXOOO ,1
XXO XOX XXOOOOXOOXOX OX X,1
 OXXO XXO XOX  OXO XXOOXO,1
OXOOX OXXOX OX OOX XXXXOO,1
OXO OOOX  XXXOO  OXXOOXXX,0
  X OXXOOXOXXO  XOO OXXOX,1
 O X OXX X OXXOOXX OXO  O,1
OXOOXOOXX XXXXXOXO XOOOXO,1
XOXOOXO OXXXOOXXXOXXOOOOX,0
OOXXXOX XOOXOOXOOXX XOO X,0
OOOOXXXOOXOXXXXXOXOXXOXOO,1
OXXXOXXOXOOOXOOOXXOXOXXOX,1
XX  OOOXOOX OXXXOOXXOOOXX,0
XOOOX OOX O X X X O  XXOX,1
 XOXXXXOOXOXXOXOOOOX O  X,1
XXXOOO XOXXXOOOXOXXOOOOXX,0
X XOXOOXOXOOOOXOXXOOOXXXX,0
O  X  OO XXX XXOOOOOXXO X,0
 O OX XXX  XXXOOXOO OO OX,0
OXXXOXOXOXOOXXOOXOXXOXOOX,1
X  X    XX  OXOOXOO OO  X,0
XOOXXOOO XXOX XXO XOXOOOX,0
O XX XX OOOXOXXOXO OOO XX,0
 XXX  O   OOOXO XOOXOOXXX,0
XXXOOOXX XXOXOXXOO OXOOXO,1
OXXXOOX   X XX OOOOOOX  X,0
OOOOX OXXXO XOOX XXO XX  ,1
 OXO  OXOO  X XOOXXXX X O,1
XO OOXXOXXXXOXOXXXOXOOOOO,0
OXOOXOXXXOXXOXOOXOOXXOXXO,1
XOXOOXXOXXOXOXXO OOOOOXXX,0
XOOOXXXXXOXXOOOXXOOOOX  X,1
OXOOOXXXO XOXXOOX XO  X  ,1
XXOOO XO OX OOXXXXXXXOOO ,1
XOXX OOOXXXOXXOOXXXOOO XO,1
 OXXX O  XO OX  OXO OXX  ,1
XXOXOXOOXO OOOXOOXOXXOXXX,0
O  OXXOXXXOXXX  OOOOOOXX ,0
OXOXOXOXXXOX  OXXXOOXOOOX,1
XOOOXOOOXXX  XXXXOOOOOXX ,0
OXOXOOOX OOOXX OXOX XXX X,1
XOOOOXOXXXXXOXOXOXOXXOXOO,1
 XXXOOOXXXXO OXXOOOOOX XO,0
OOXOOOO OXOOOXXOXXXXXOXXX,0
XX  XXOOX  XOOO  OXXOOO X,0
XX XOOXX OXXOOXXOOO OOOXX,0
OOXXOOXOOXXOOXXOO X  XOXX,0
 O OX OX XX  XOOOX    X  ,1
OXX  OX OXXXOXOOOOXOXXOOX,0
XO XOOOX XOXXXOX XOOOOOXX,0
OOXOXXOO X   XO OXXXOXOX ,1
   O O OXO  XOXOOOX XXX X,0
X OOOXXOXX OX XOXOOXXOOXO,0
 XXXXXOOXXOXOOOO  OOXOXOX,0
 XXX OO XX OOXOXOX O X  O,1
XOXOXOXOXXXXOOXOXO  XXOOO,1
XOXXOOOOOOOXXXXOOXXXX OXO,0
O OX   X X XX OXOX O X OO,1
X OOXOOOOXOX X OXXO XXXOX,1
XOOXXXOOXOXOXXXOXOXOOOXXO,1
  XXOOO XX O OXXOXXXOOXO ,1
XX    XO O XO OX  OXXX OO,1
XXXOXXOOOXXOOXOOXXOOOXXOX,1
OXOOXOXOXXXOOXOOXXOXXOOXX,1
OOXXXOOXOXOXXOXXOXOOOXXOX,1
XOXOOXX OXOOOOXXXOOXXXOOX,0
OX XOOXO O XXXO O X X XO ,1
OOOXOXOOXXXXXOOOXOXXOXXOX,1
XXXOOOOOXOXOXXXOXOOXOXXO ,0
   X XOX O  XO OX   X OXO,1
XXX  XOOXOX  O XXOO OX  O,1
XXXXXOOXOX OOOXXO OXOOOXX,1
O XXXOXO  OXXXXOXOOXOXO O,1
OOXOOOOO XOXXO XXO OXXXXX,0
OXXOXXOXOXXOXOOOOOXXX XOO,0
XOOOOO OXXOOOXXXXXXXOXOOX,0
XXXXOXOO XOXOXOOXOO XXO O,0
OX OX  XXOXOOX OXOXOX X O,1
XOXXX OXOO OOXOOOXX   XXO,0
XOOOXOXOXXOXXXOOOXOOXOXXX,1
 OX X XOX XOXOOO X  OX XO,1
OOO OOOOOXXOXOX X  XXX XX,0
OXOOXOOXXXOOXOOOXXXOXXXXO,1
  XXOX OXOO OOXXO XOOXXOX,0
OOOOO X XOX X  XOXOX XXO ,0
OOOX XOXXOOX  XXX XOXXOOO,1
OXOXOXOOXXXXOOXOOO XXOXX ,1
XOOXXOO  XOXXXOXOOOXOO XX,0
OOOXOXXOOO XO  OXOXX XXX ,0
OXOOOXOXXXXXXOXXXOOXOOOXO,1
XXOXO   XXOOOOO XXX  OX O,0
 XXOOOOOX  X OXX XOOOXXOX,0
OOOOOOOXOX XOXXXX XXX OXO,0
  OXOXXOO XOXXOO XO  XO X,0
XOX  OXX XOOO O XOO  OXXX,0
X XXXOOO XXOXXOXOX OO XOO,1
 X XXXOXOXOOXOOOOXOXXXOOX,1
XOXXX OXOXOX OXXOXOOOOO X,0
XXOOOOOOXO  X   OXXX  OXX,0
XOOXXXOXOOXXO XOOXOXXOXOO,0
OOXX OO XOO XOXOOXX XXX  ,1
XOXXX XOOOX OXOXXOX X OOO,1
OOOXOXXXOXOXO OOXOXXXXOX ,1
XX  OXXOOXOXXOXOXXX OOOOO,0
XXOXXOOX OOXXXXXOOOXOOXOO,0
XXOOOXOOXOXOOX XX XXXOOXO,1
XXOXXOOXXO OOX O X  OX   ,1
XOOOOOXX O X OXXO XXXOOX ,0
XOOOOOXO  XOOOXX XOXOXXXX,0
O XOOXXOOXXO X XOOXOXO XX,1
XOOXXXOXO OOOOOXXOXXXXOOX,0
OXXXOX OX OOX OXX OOOXXOX,1
OOXXOOOXOXXXXXOOOXXOXXOOX,1
X   OOOOO O XXX      X X ,0
O OX X  XOOOXO X XO X X  ,1
     X XX X OOO OX  O  OX,0
OXXOOOOXXXOOXXXXXXOXOOXOO,1
XOOXXOOXOOOXXXOXO XXX OOX,1
OXOXXOXOXOXXOXOOOXOXOXOXX,1
  X OXOXXX XO  OOOOXXX OO,0
XOOXXOXXXXXOXXOXOOXOXOOOO,1
XXXXXOXOXOO  O OXOOXOOXOX,0
OOOXOXXOXOOOXXXXOXOOXOXXX,1
OXOOOOXXOOOXXXXX OXO XXXO,1
OXX XO XOXOXXXXOOOOO OOXX,0
OXXX XX OOXOOX XOOOOOXX  ,0
 OOXOOOXXXO XX XXOXXX OOO,1
 XXOOX XOXOXOXOXOXO O O X,0
XXXOXOOOOXXOOX X XOOXX  O,1
XOOXOOXOX OX XOXXOXOOOXXX,1
  XOXXXOOXX XXOOXOOOOOXXO,0
 OXO OXOXXXXOOOXXOOXOXXOX,1
XXOOOXO XOOOOXOXXXXOXXOXO,0
OXOOOXOXXOXOOXOOOXXX OXXX,0
O XO OXOOOXOXXOOXXXX   OX,0
XOOOXXXXOOOOXXXOOXOXXXXOO,1
 OOOOOOXXOXXXXOXOXXXOXXOO,0
OOX XOXOXXX XOXOXOOXOOXOX,1
OXXXOXO O XOOOXXO OXXX XO,1
 XOOXOXXO XOXOOOXOXXOXOXX,1
OOOX OX X OXXXX  O XOOXOX,1
XOOOOOXXXX O OOXX OXOXXOX,0
X  OXOOOOOXXOXXO XOOOXXXX,0
 XXXOX XOX XOOXXOOO O   O,0
XOXOXXO XXOXXXOOXXOOXOO O,1
O  XOXOXXOOXO X XOO XXX O,1
OOOXO OX   XXX X OXOXX O ,1
OXOOXXXOXOXOXXOOXOOOXXXOX,1
O X OOOO XXOOOOXXXXOXXOXX,0
XXXOXXXXOOOXXOXXOXOOXOOOO,1
XXXOX OXOOXXXO OOXOOXOXOX,1
XOXXOOOXXXOOOX XX XOOXOXO,1
OOOOOOXXX    OXXXX XOX O ,0
OOXXOOXXOOXOO XXO XXXOOXX,1
OOXXXXX  OOXXXO  XO OX OO,1
XXXOXOXXOXOOOOOOOXO XXXOX,0
OXOXO XXO  OOX  OXOXO X X,0
OOXXOOX OOXXOX XX O OXXOX,1
 XX OXOXOOO XOXOOOXXXOXXO,0
XOOOXOXXXOOOXXXXOOOXXOXXO,1
 O OX  OXOX X XOXX X OXOO,1
XXXXXOOOOOX OOXX XOOXX OO,0
OXXOOXOOO XOXX XXOXXOXXOO,1
XX XX   XOXOOO O OOX  X O,0
XX OOXOOXXXOX OOXOXXOX OO,0
XOXXOOXXOX XXOXXOXO OXOOO,1
XXXXXOOOOOOOOXOOXXOXXXX O,0
XXXXXOXOO OX OOOOOO  X XX,0
XXOOXXX X O OX OOOOOX OXX,0
X XXOOOXXXOXO XOOOOXOXXXO,1
XX OOOOOX  XXOXX OXXOOOX ,0
X XX XXOOOOOO X XXO OXOXO,0
OXOXOOOXO  XXOOXXXXOXXOOX,1
OXOOXOOXOOOOXXXXXXOOXXOX ,0
OOXXX O XXOOOXXO OXOX XXO,1
XO OXOXOXXOXX OO XXO XOXO,1
XO OOXOXXOXXXOOXOXO X OX ,1
OOOXOXXOXXOX XO XXOOOXXOX,1
X X XXOXOO OX XOOX XXOOOO,0
OXOO OXXXXXX XOXOX OOOX O,1
OXXOXOO OXXOOOOOX XXOXX X,0
XOOXXXO XXOXXO OOXOXOOXOX,1
OXXXO XXXXOOOX XXXOOOXOOO,1
OOOOOXXXXO OXXXX  O OXX O,0
 OXOOXOX XXXXXXOX OOOX OO,1
XXOXOOXXOOXXOOOXXOOXOXOXX,1
XOXXXOOOXOOXOXXXO XOO XOX,1
OO XOXXOOXOOXXOXOXXXOXOOX,0
XOXOOOOXXX XOX OOXOXXXOOX,1
OXX X  OXOX OXOO XOX OXOX,1
XXXOOOXOOXOXXXOOXOXOOOXXX,1
XOXX OOXXO  XOO X X  X OO,1
OXXOXOOOXO XXXXXOXXXOOOOO,0
XO   X   XX O OXOO  X    ,1
  OOOOO XO    XX   X X  X,0
OOXOXXOOXOOXXOXXOXOXOXXXO,1
X OXXOX OXXOOXOOOOXOXXOXX,1
OXOOXO OXXXO XOXXOXXXOXOO,1
XOOXOOXOOXXOX OXXOXOXOOXX,0
XOXX OXOX  X XOXXOOOOX  O,1
XOOOOXOXXOOOXXXXX OOXOXXO,0
 OX XOO XXXXXXOO  XXOOOOO,0
XOOXXXXXOXOOOXXOOOOXOXOXX,1
XOXXXOOXOOOXOXOXXXXO OOX ,1
XXXOXOXOX OOXOXXOOXOXOOOX,0
OXXXXOOXOXOOOXXO  OXXOXOX,1
XO  X OOXXXXXOOOXO XXOOXO,1
OOXOX OXOXX XO XXXXOOOOOX,0
XOOXOOXX XXOXXXOOX OOXOOX,1
XXOOXOXXOOXOOXOXXXOOO XX ,1
X XO XOOXXOOX OXO O XOOXX,0
 OXO  XO OOXO X XX OX  X ,1
 X    XXXO    OX XOXOOOO ,0
OXXXOX OOX OOXXOX O   XO ,0
XXOXX OOXOO OXXXOOOXXOXOX,1
OXOO OXXO OXXOXO XX XXXOO,1
OO XXOXX OOX O OXXOXXOOXX,1
  OXOXXOXX XOOOXOXX OOOX ,0
OXOXXXO X O  XOO OXOX X  ,1
X  XOXOOXXOOOOXOOXXXXOXOX,1
OXXXOXO OXOOXXXXOOXOXXOOO,0
OOOOXOXOXXOO X XXXOOOXXXX,1
O O XXOOXX  XOOXOXX XO XO,1
X OXOXOXOOOXXO XO  XXXOXO,1
XOOXXOXXXOOOXOOXXOXOOXXOX,1
OOOOOOOXOXXOX  XOXXX XOXX,0
  OXOOOXOXXX  XXXOOXOXO  ,1
O  OOOXOXXOOXO XXXXX  O  ,0
OXOOXOXXOOOOOOXXXOXXXXXO ,0
XOOXXXOXOOOOXOXOOXXXOXXOX,1
XOXOOOXX XXOOXOXOOOXOOXXX,0
OXOOXX OXX OXO X XOO OX X,1
X  X XOXXXOOOOO X X OX OO,0
OX X OOXX X OX OXXX OXOOO,1
OO OXOXOXXXXXXXOOOX X OOO,0
OOXO  XX  X XOX OXOOOXOXX,1
XOOOOOXOO   OXOXXXXXXXOOX,0
 OOXXOXX OXXO  XXOOOXXOXO,1
X  XX O  XO   OXOOOXO OXX,0
X XO XOXXOOXXOXOOXXOXOOXO,1
  XOXOXXO XOOOOOXX XXOXO ,0
XXO XOXOXOOOOOXXOXXOXXXOO,0
OO  X    XOO  X O X  X X ,1
OX X  OX  XXOOO XX OO XXO,1
 XXOOOXXXOXXOXO X XOOOOOX,0
XXOOOXXXXXOOXOOOOXXXXOOOX,1
XOOOXOXXOXOOXXOXOOOXXX OX,0
XXOOXXOOXOOXXOOXXOXOOXOXX,1
OXOX   X O XXO X X OOXO  ,1
XOOOOXXO XOOOXX OXXOOXX X,0
XOOOXO  OOX  XX       XOX,0
OXXXOXO XOOO XXXOOXXOXOXO,1
  X   XXXO OOO  O  XO  X ,0
XXX XXOOXOXXOOOXOO OOXXO ,0
O OXOOXXXO  OX   X XOXXO ,1
 O XXO OX OX X  OOX XOXXO,1
O  OXX OXX OOX X  XOO  X ,1
XOOOXOXOOX XXOOXXXOXXOXOO,0
X XX O    XOOXXOXO OOXOOX,0
OXO OOXOOX OXX XOXXOO  XX,0
OX  X  X O OOOXOXX X  XOO,0
XOX X XXO XOX OOXOO  XOOX,1
OOOXOXOXO  XOXXXO X XXOXO,1
XOXOX  OXXX XOXOOOXO   XO,1
OXX XXXOOXOOOXXOOOXXOXXO ,1
X XOO X O  XXX XXOXOXOOOO,1
 OO X OXXX  X O OXO XOX  ,1
XO XXXO OXXX   XOO  XOO O,1
XXOXXO OXOOXOXXXOOXOOOX X,1
 OXOXXOXOOOOOXXOXXXXOXOXO,0
OOXOOXOXXOXXXXXOOXXOOXOXO,1
XO XO X OXXOOOOOX OXXOX X,0
 X XOXXOXOX  OXXXOOOOXO  ,1
XXOXXXOOXOXOOXOOXXXXOOOXO,1
OXXOO OOXXO OXOXX XXOOXOX,0
XOXXOOXX  OX OOXOOOXXOX X,1
 XXXXXXO OOXXXXO O  OOOOO,0
 X OOXOOOOXXXXOX O OXXXXO,1
OXOOOOXOOOOXXXOXXXXOXXXOX,1
XXOOXOXO XOXOXXXXXOO OXOO,1
 XXXXOXOXOX XOXO X OOOOO ,0
O OXXOOOOXXXOXXXOOXOOXX X,1
XOXOXXOXXXOXOXOOOXX XOOOO,0
 X     XOO XO XOO O XOX X,0
XXOX XOOOOOOXXXXXXOXXOOOO,0
OX XXXOOOXXXOXOOXOOOOXX X,1
XOXOXX OOOOOXO OXXXXOXOX ,0
O   XOOOXXOXO XXOXXXXXOOO,1
XOOOXOXOX XXOXXXOOOX OXOX,1
OO  X  XXOX X O XO  X   O,1
XOX OXXOOXOOXOXOOXOXXOXXO,0
XOOXXOXXXOOOOXXXOOOXXOXXO,1
 OXOOXXX  XX OXOX OOX OOX,1
OO XXO OXOXX XOOXOXX  XO ,1
 X OOO XOXOOOXOO XXO XXXX,0
XO OOXX XXXOOOOXO OOX XXX,1
 X    XX   OXXXO O XOOOOX,1
XXOOXOXX  OOXOO X  XX OXO,1
 XOOX X XO  OX OXOXOXXXOO,1
O X OXXXOOOX OXX OXOOOX X,0
OXXXXOOXOXOXOOX OXXOOXX O,1
 O XXOOOXXXXOXOXOOOOX XOX,0
XOO XX O XXOXO XO XOX OOX,1
O   X OOOXX OXX XO X OOXX,1
OXOO OXOXXXOOOOXOXXXXOX X,1
 XOOOXOXXXXOO XOXXX OOXOO,0
XXXOOXXOXOOOXXXOOOXOX OXO,0
OXXXOOXXXOOXOXXOXOOXOOXOX,1
XXXO XOOXOX XOOXOXOOXOXOX,1
O  XXO XOOO XXXXOOOXX OX ,1
OXOXOOXXXOOO XOXOOXOXXXX ,1
XXOXXOX  O XOOOXOXX XOOOX,1
XOOXXX XXOO OXOOXXO  XOOX,1
 OO X X XXOXXX OXOOOOX OX,1
XXOXX OO XOOXXOXOOXXOXOOX,1
OXOX  XOOXXXOXXOXX OXO OO,1
X  XO OXOOOXOXXOX  XX OXO,1
XOOOOXXOX OX OXX OXOXXOX ,1
XOOOOXXOXXOXOOXOXXOOXXOXX,1
O OOXOOXOOXOXXXOXXOXOOXXX,0
 OOXOO OO OXXOXXXXX  OXXO,0
OOOOXXOO X O X X  XXX  OX,1
X XOX OX OOX XOX   OXXOO ,1
XXXXOXOOO XOXOXXO   OO   ,0
XXXOOXOXOOOXOXXXOOXOXOOXX,1
OOXX XOX OOXXOOOOOX XXXOX,0
 X OOOOOXOXXX O  OXX OX X,0
XXO  OXX OO XOO  XXXXOOOX,1
OXOOXOOXXOXOOOXXXO OXXOXX,0
OOOXO  X XXX  OOX   X    ,1
 XOO  XXO OX   OXX  X  O ,1
OX O XXOO X XO XOOXXX OOX,1
OOOXOOXOXXO OXXX OXOXOXXX,1
OXXOXOOOOXXXXXXXOXXOXOOOO,1
XXXOOOXOOXOXXOOXOXOXOXXXO,1
OOOXXOX XXXOOXXX X OOOX O,1
O OXXXXO XO O X O X  O X ,1
XOOX  XOOXXOXOOOXXXOX XOO,0
 OXOXOOOXOX XXOXXOOXOOX X,0
XOXOOXXOXX OXXOO XXOOOOX ,0
OXXXOOXXXXOOXOXXOX O OOO ,0
 OX XO X XXXO OOXOOXOOXOX,0
OX XOXOOX XOXXOOXXXXOOOXO,1
OXOOOOX OO XOXXOOXXO XXXX,0
XXOOXXOOXOXXOOOXOOXOXOXXX,1
XX           OOOOOX OXXX ,0
OXOXOXOXOOOXXXXOXOXXXOOXO,1
OXOXXOOXXXOXXOXXOXOOOXOOX,1
 XXOOOOX X XO OOXXX   OX ,1
OOX OOXOOXXXO XXOO XXXX O,1
XO XXOXOXXOOXXOXOXOXXOOOO,0
OXXOOXOXOXXXXXOXOOO OXXOO,0
OOXXX OX OX XXOO XOO XO X,1
 XOXXOXXOOOOXXX XOXXXOOOO,1
O XX  O XXO XOXXOOX  OX O,1
  OOXXOOXOXXXOX OX   OXOX,1
XXOOOOXXOOXOOXOXXXXOXXXOO,1
XOOXOXO XXOXXXOXOO OXX O ,1
XXXXXOOXOXXOOXXOOOOXOXOXO,1
OXXXOO  O XOOXOO OXXO XXX,0
XOOX X OOOOO X X O XXXOX ,0
 OOX  OX  XOXX XOXOO  XOX,1
XOXOOXOOOX XXOXOOOXOOXXXX,0
XO OXOOXXOOXXOXXOOOXOOXXX,0
O XXOOOXOXOXOXXOOX OXXXO ,0
XO XOXOOXOXX XXOOOOXXOXXO,1
OXXXOOOXXXOX OXOXO X OO X,1
XXXOO OOX OOX XO  O OX XX,0
XOOOOOO  OXXXXXXOOX XX  O,0
  XXOOXXX OOOXO XOOOXX OX,0
OOX XOO X XX XOX XX OOXOO,1
OXXOXXXOOXXOXOXOOOXOX  XO,1
  O X XO XXXOXOXOXXXOOOOO,0
OOX OOXOXO XXXXXOXX  XOOO,1
XXXXOXOOOOXOXOXOX XXOXOOO,0
OOOXXOXXOXO XOOXOXXOXO XX,1
XXOOXOXO XOOOOXOOXXX XX  ,1
O OXOXOXO O XXXOX XXO OX ,1
X XOXO OXOOXOXOXOXOXXXOOX,1
X X O OXO OXX OO XXOXOXXO,1
OOXXOOOOXOXX XOXXOXXOXXO ,1
O  XX XX XOXO OXXOO OO   ,0
OOOXOOX XXXOXXOXXX OOOXXO,1
XXOO OXXXXOO  XOXOOXXOO X,1
 XO OOXXO XO OXXXOO XX OX,1
XO OXO OXXX OXO XXOX X OO,1
 XO   X OO XXXX O X  OOXO,1
OXX O OXXXX XOOOOOXXO OX ,0
 XX  XXOO XXOXXOOO OXXOOO,0
O X OXXXOXXOO OOOXOX  XXO,0
X XOXOXXXX  OXOOXOOXOOOOX,0
 X XOOOOOX OXO OXXXXXOXO ,0
OXXOOXXXOXOXXXO XOOOOOOXX,0
OXOOXOX XXO XXOXOOXXXOOXO,1
 XXXOXOXOXOOOXOXXXOOOOXXO,0
OOX OXXX OXXOOO XXOO XXXO,1
OXOXXXO XO XXXOXXOO X OOO,1
X    XOXX XOOOOXX OOOXOXX,1
OOXOOXOXOXXXXOOXOXXOXXOXO,1
XOXOOOOXXXOXXOOOXXOXXXOXO,1
XOXXXOOOOXOOOXXOXXOXXXOXO,1
XXOXOOO XO XXOXOOOX  X OX,0
OX OXO  XO OXXOXXOOXX OX ,1
XOXOOXOXXXOOOOXXOXOXXOXOX,1
 O XX XOX X X O  OOOOOXX ,0
 X  O XO O XX  OOX XXXOO ,1
XXXOO XOX O OXXXOOXXOOXOO,0
OOOOXXOOX OXOXXXXXXXOOX O,1
OXO XXXOXOOOOXX XXXXOOXOO,1
 X  XOXOXOO XOXO XOX  X O,1
 X O XX XOOXXXOOXOXXOOXOO,1
OOXOX OOO XXXOXOXXOOXOX X,0
OOXOXO  XOXOXOXXXO XOOXXO,0
XOOOOOXXXOXXXOOOXX O X OX,0
 OXXO XOXXOXOXO OX XOOXOX,1
OXXXOXXOXOXOXXOOXXOOOXXOO,1
XXOXOOXOXO OOXXXOOOX XOXX,1
XXO XXXOXOOXXXOXOOX O OOO,0
XOOXXOXXXOOXOOOOOO XXOXXX,0
OXOXOXOXOXOXXXOXXOXXOOXOO,1
O  XOX OOOX OX OOXOXXXXOX,0
