board,winner
OX  OOXOOXXOXXXXXXXXOOXXOOXXXXXOXXOXOOXXXXXOOXXOXOOXXOXOXOOXOXOOXXOXOOXXXXXOOOXOOXOXOOXOOXXOOXOXOOXXOO XOOXOOXOOXO XXOXXOXOOXOOXXXOOXXXOOOOXOXXOOOXOXOXOXOXXOOOOOOOXX OXO,0
XXXXOXXXOXOOOXXOOOXXOOOO OXOXOOOOXOXXOXOOO OOXOXOOXOXXXXXXXOOX XO OOXXOOXOOOXOXXOXXX XXOXOXOXXOXXOXXOXXOXXXXXX XOOOXOOXXXOXXXOOOXOXOOOOXOXXXOOXOXXOO OOOXXXXOOOXOOOOXOXOO,0
OXOOXOXOOXXXXXO XO OO  O XX XOXOO OOXXX  XXXOXXXOOX OXXXOO OXXX  XOOOXOO OOOOOOOXXO XXO OX OXXOXXOO XOXX X OOOOXXOXXXO  O  OOXOXOXXOX OXOOXOX  XO   OXOO  XXXOXOOXXO OXXX,0
XOOXOOXOOXO OOOXOOXO  OXXXXXXXOXOXOOXOXOX X OOXXO XX XXOXX OXXXOOXXOXOXXOOOOOXXXXXXXOOOXOXOXXXXXXOX XXOXOOXXOOOOXOOX OXOOOXO O OXOOOXOOOXOXOXXXOXOOXXXXXOOOXOOXXOXO XOOOO,0
O XXOXXXOOXXXXOXOOOOOXXXOOXOOOXOXXOXO OOOXOOXOXXOXXOOOOXXXXOXOOOXXOXOXOXOOOXO XXXOO OOO OXOOOX OXXXOOXX XXOOX OOX OXOXOXOXXXOX OXXXOOXX XOXXOOOXXOOXXXXOOO OX  XXXXXOXOOX,1
XXOOXXXXXOXOXOX XXXOOOXOOXOXOXXXOOXOOXOXXO X OOXXXOOOXOXOXOOOXXXXX OOXOOOXOXOOXXOOOXXXOOOOOOOOOXOOXOO XOOOOOOXXXXOXOOXXOOXOXOOXXOXOOOOOXOXXOX X XXXXXXXXXOOOXXXXX OXXOXXO,1
X   O XOXXXOO  OOXXXXOXOXXOOXOXXX XOO  OXOOOXOOXXXOOXOX OX OOO X O  XXXXOXOO XXXOXOO OXXOXXOOXX OOOXXOOOXXXOO XXOXXOOOOOOO XOX XXOOX XXXO  XXO XXOXO  O OX  XOO O OOXXO X,0
XXXXX  O O XXOO O  OX OXXOXOOX  X XO XXXX OOOOXOX  XXXX O XO XXXXXOOOO XO X OX XO OO XOOXXOOOXOXXO X X  XOOXX O  XXXX OOOOO OOXOX XOXOO  OXOOXOO XOOXOOXOXXXOXXOXOO OX  O,1
OOXXOOOOOXXOOXXOOX OOXXXXOXOOOXOXXXXXOOXXOXXOXOOOXXXXOXOOXXXXOOOXXOOOXXOOXXXOXOXXOOOOXOOOXOXXOXXXOXOXXOXOXOOOXOOXXOOXXOXOOXOOXXOXOOOXOXOOOOOOXXOXXXXOXOXXOOOXXOXOXXXXXXOO,0
XOOOXXOOO XO XOXOOOXOXXOOOOXOXXOXXOXOOOOOOXXXOXOXXOXOOX OOX  OXOOXX XXXOXOXXOOX XOX XXOOX OXOOXXXOOX OOX XXX OOXOOXOOXXOXOXXXXXOOOXOXXXOXO XOXOXXXOOXXOXOOXOOOOXO XOXXOXX,1
XXXXOOOOOO OOOO OOXOOOOOOXXXXOOXXOX XOX OOOXXOXOOXOXOOXXXO XXOX XOXX XXOOXXXXXXOXOXXX XOOXXOOOXXOOOXOXXO OOX XOXX OXXOXOXXXOXOOOXOOOXOOOO OXOXOOXOXXXXXOXOXXO OXOXXOXXOXO,0
XXXXXOO XXOXO XOXXXXXXXOOOOOOOOXOOOOXX OXOXO XXOXXOXXOOXXOX OXOXOOXXX OXOXOXXOOXXXXOXXOXXOXXOOOXOOXOXOXOOXOXXXOXXXXXXOXOOXXXXXXXOOOXXOOOXOOOOOXOOOXXOOXOOOOOOOOOX X OOO O,0
XOXOX XXOOXOXOXOXO O  OXXOXXXXOOXOXOXXOXO OXOOOOOOXXOOOXOXXOXXOOXXXOXXXOX X OXXXO XXXXOXXOXXOXOOXOOXOXOO XOOXXOOOOOOXXOOXXOOXOXOXOXXXOO XOOOXXOOXXXOXOXOOX XO X OXOOXXOOO,0
XXOO X XXOOXOOOOOXXXXOXOXOOOOOOXXXXOOOXXXOXOOXOX OOXOOXXOXOOOXOOXXO OXOOOOOOOOXXOXXXOXXXOXXOXXO OOXO XXXXXOX XOXOXXXOXXOOOOXOXXOXXOXXXXOXXOXOXXXO XXOOXOOOXXXOOXOXXOOOOXO,1
OOOXXXOOOOOOXOXOOOOOOXXOOXOXOOXOOXXXXXXXOOOOXOOXOOOXOXOOXXXOXOOXOOOOXXXXXOOXXXOXOOOXOOXOX XXOOOOXOOOXXOXOOOOOXOXXXOXXXXXXOOO XXXXXXOOXXOXXXOXXXOXXOOOXOXXXOOOXXXXXXXOXOXX,1
XOXOOXXOX XXO XOXOOOOOOOXOXOXOX X OOXXOXO OXXOOOOOXOOXXOX OXXOOOX XXX OOOXOOXXOOOXOOXOXOXOOOXOOXOXXX XXXXOOXOOXOXOXXXOXXXXXOOOXXOXXOXXXXOXOXOXXXXOXOXOO XOXXOXOXO XOOOOXO,0
XOO XOOO XOXXXOXOOXXOXXXXX XXXXOOOXX OOOXXXXXOOOX O OXXO  XXXOXOXXXX OXOOO  O OOOXXX X XXXXXO X O O OO O OOX OXOXOOXXOXXXXXXOXOOOOXOO  XOX  XOOOOOXXXX OOXXOOXXOOOOXOOOOO,1
OO OX  OXXXXXXXXX  XOXOXXXOOOXXOX XOXOOOXOXOXXOXOOOOXXXO OXXX O XO  OOOOO  XO  OO XXXOOXO XO OXXXO OXXX OOOXO OOXOOO X XX  XOOOXX   XXXOOXOXXOOOXXOOXOXXXOXOXX   OOOOOXXO,0
XOXO XOXXOOOOO OXXOX OXXOXXXOOXOXOO  XOOOXXOXXOO XX OXOOOOOXXOXXXOOOOXXXXXOOOXXXXOXOXXOOOOOOXXXXXO OOOXX OXOXXXOOOX OOOOXOX XXXXX OXXOX XXXOXOO XOXOOXOXOXOXOOOOXXXOOXXO ,0
OOOOXOOXXXOXXOX XXXOOOXOOXOOXXX XXOXXXXO XXXOOOOOOXXOOOXXOOOOOOOOOXOOXOOOOXOXOXOOXXXXOX OOXXOOOXOXXOXXOXXXOOXXXOXXOXOOOOXXOOXXXXXOOXXOXOXXOOOOOOO XXXOXOXXXO XXXXOOXXXXOX,1
OOOXOXOOOXOXXOOOXXOOXXOOXXXXOXXXOXOOXXXOOOOOXXOOXXXOXXOXXOXOXXOXXXXOOOXOOXOOXXOOOOOXXOXOXXOOXXXXXOOOOXOXXOOOOOXOXXXXXXOOOXXOOOOOXXOXXXXXOOOOXOOXXOXOXOOOXXOXXOOXXOXOXXOXX,1
XXXOXOOXOOXXXXOXOXOXOOXXXOXOOXO OXXXXXOXXOXXOOOX XOOOOOOOOXOXXOOOXOXOOOXXOXXXXOXOXOOXXOOXXOOOOXOXXOOOXOOXXOOOXOOOOOOXOXOOOXXOXXXOOXXXO OXXXXXXXOOO XOXXXXXOXOXXOXXXOOOOXX,1
XXXXXXOXOXOXOXXXOXOOXOXOXXXOOOOOOOOOXOXXOXXXXOXOOXXXXXXXXXOOOOXOXOXOXXOOOXOXXXXXOOOOXXXXOXXXOOOOOOOXXOXOOOOOXXOXOXOOXOOOXXOOXOOOOOXXXXOXXOXOXXOOXOOXOXXXXXXOXOXOOOOOXOOXO,1
XXOXXOOXXOOOXXXOXXOXXOOOXOXOOXXX OOOXXXXXOOXXXXOOOOOXXXO OOOXOXOOXOXXOOOOOOOXOXOX OOOOOXXOXXXXXXOXXOOOOXOXXOOXOOOXXXXOOOXOOXOXOOOXOXXXXOXXOOXXXXXOOXXXOOOOOXOXOXOXXOXXOXX,0
OX XOXXXOXXXX OOXXXXXOXOXXXOXXOOXOXOOOOXOOOXXOXOOOOOOOOXXXXOXXOXOXOOXXXOXOOXXXOXXXOXOOOOOOXOOOOXXXXX XXXOOOOOXOOXO XXOXXXOOXXOX X OOOXXOXXXOXOOOXOXXO XOOOXOOOXXOOXXOX OO,1
XXX XOOOXX XOXXOOXOXOOOOOXXXO XOOXO XXXOOXOO  XXXOXXX  OOXXXOO  XXXOOOXOOXX OXOOXOOOXOX OOX XX OOOX XOXO OXOXOXOOOOXOOO OOOXXXOXOXXOOX XOXOOOOOXXXOOOXOXXXXXOOXX OOXXXXXX,0
OXXXXXOOXOOXXOOOXXXOX XXOXXXOXOXXXXOXXXOXXOXOXOO  OOOOOOOOXOOOXXO O OXOXXXXOXXOOXOXOXOXXOOOXOXOOOOOOOXOXOOO O XX OXOOXXXXOOXOOO  XOXOOOO XXOX XOXXOXXXXXXXOXOXXXOOOXXO OX,0
 OOOOXXX XXXOXOXXOOOOOOOXOX XOXO XOOXX OXOOXOOXXXOXOOOOOXXXOXOOOOXOOOXOXXOOXOXO OO XXOXO XXXXXXXXXXOOOXXXOXOO XXXOX OX XXOO OOOO XXX XXXXOXOOXXO OOXXXOOOXXOXOXOX XOOXOXO,1
OOOXXOOOOXX XOOOXOXXXOXXOOXXOOXOXXXXXXXOO XXOXOOXXXOOX OXOOXX XOOOXXOOXXOOOOOOXXOXXXOOOXXXOOOXXOXXOO OXXOXXO OXXOXOOOOXOXXOXXOXOO OX XX OOOXOXX OXXXOX OOOXXOOOOOOXXXXOXX,0
OX XOOOOXXOOX XXOX XOX  XOX OOXOXOXXOXOXX  XXXXXX XXOOXX  OOOXXXXOOXXX OO XOOOXX O XXOOXOOXO OOOX XOXOXOXX OXOXXXXOOOOOOXOXO OOOO OOXXX XOOXXXX OOXO OOXOX X OOXOOXX OOOX,1
XOX X XXX XO O X  O  X OOO OXXOOXOXX OX XXXOXXX XOXOOX OXO O XXX  OO  XXX OXOOXOOO XX XX OOXOXOO XXOOXOXXX O   XXX XOOOOX OOOOXOOXXXO  OXOOXO OXOXOOOOOOXO OOXO   XXXXO X,1
OXXXOXXXXOXXXXXOXXXX XXOOXXOOOO XXOOOOXOXXO OX XXXOOXXOOXOOOOXXXXXOOOOOOOXOO OXXXOXXXXXOOOXOXXOXXO XOOOOOOXOOXXXXXXXOXXOOOOOX OXXXO O XXOOOXXOOOXX OOXOOOOOOOX OXOOOXOXXX,0
 XXOOOX  XO OXOXXX XOXOOX OXO XOXOXOOXXOOXOXXOOXOXXOO OXOOXOX XOOOOXOX  XOXX OXXOXOOOXOOX XOXOOO XXX XOXO  XO XX XXOXXX XOOOXO  OOXOOXXOOXOOXO O X XXXXXOOOXX OOXXOXO  XO,1
OXXOXOXXOOXXXOXXXXXOXOOOOXOXOXXOOXOXXXXXOXOXOXXOOXOXOOOXOOXXXOXOXOOOXXXXXOXX XOOOXOXOOOOOOXXXOOXOOXOOOXOOOXOXOOXOOOOOOXOXXXOXXXOOOX XXXOOX XOXXOOOXXXOXXOOXXOOOX XOOOXXXX,1
 OOOXXXXXXOXXOXOXXOXXXOOOXXXXOO XOOOXOXXXXOXXOXXOXXXOXXOOOXOOXXXXXXOXOOOOXOXXOOOXOOXXXOOOXOOO OXOOXXXOXXOXXOOXXO OOOOOXOOOOOXXXOXXO XXOXOOOOXOXOXXOOOXXOOOOXXXOXOOOXOOXXX,0
XOXOXOX OXOOXOOOXXXXO OXXXO OOXOOOXXXXO XXXXOXO O XXX  OOXXOOXOOOXXXXXO OOXXOXXOOX  O OXOO OXXXOOXOOXXOXXXOOXOOOOOXO OXXXOXOXOXX XXXOOXOXXXXXOOOXOO OOXXOXO  XOOOOX XXOO ,1
O XOXXOXXX X   XXO OOXXOOXXXXXOXXXXOXX OOOXXOOOXXXXXOOOOX OOOOOO XOXOOXXXXOXOOOOXOOOOXOOXXOOOOXOXOXOXOX  X X XOXO XOXOX O OOOOXX O XOOXOOXOXXOXXO XOOXXOOX XO OXO XXXXX O,0
OXXOXXOXOXOOO XXXOOXXO XXXOXOXXO XXOXOOOXOXX XOXOOX OOOX OXOOXXX OOOOOXOOXXOOOOXX  X OXOOOXXOX OXXOXXOOXOXO OOXXOXOOXO XXXXOXXOXX OXOOXXXOXO X  OOOOOX  OXOXOO XXXXXOOXXO,1
OO OOX OXXOXXXXO O XOOOXOO O X OXXXXO  XOO OOOXOXXXXOXOXO OXOX OXOXXOOXOO XOXX OXX  XOOX X XOXOOXO O XOOOOXXOOOXOX  OXXO XXOOXOXXOXX   XXOXX XOXXX    X OXXOO OO    XO XO,1
OOXXOOXOOOOOXOO OOX OOOOXXO  XX OOOXOOOXO XOXXOX O XXXOXOXO OOXOX OOXOXXO OOOXOOXO OOXXXXOXOXOX XOXOXOXOXXOXOXXXXO OXOXXXOXOXXOO XXOO OXOOX XXXXX XXXXOXXXOX XX OXOXXXOOO,1
XOOOXOOOOX XOOO XO OXO OOX XOOXOOOXOXXO OXXOXOOXOXOOXOXXOOOOXOO OOOX XOOOOXXXOOOOXXXXO OXXXXOX OOXOXXXOX XOXO X OXXOOXOO XXOOXXXXXXX   XOXXXXXXXXXO OOOXOXOOXXX XOOXOXXXO,0
XOXOOOXOOOXOXXOOXXXOXXOOOOOXOOXXXOXOOOXOOXXXXXXOOXOXXOXOXOOXXOXOXXXOX OXOOXXOOOOXXOOXXXXOOXOXOXXXXXOXOOXXOOOXXXXOOXXXOOOXOXXOOOOOOOXXXXXXOXXOOOXOXOOOOXXOOXXOOXXOOXXXOOX ,1
 X XXOOXOOOXXXOOXX XXOOOXOOOOXOXXXXXOOXX XOO XXXOOX XOXOOOXOOXXX OXOOOOOXXOOXXOOXXOX XXOOXO OX XXXOX X OOOOXXOXXXOOO XXOXOXXOOXOO XXX XOOXO OOX  OOOOOXOX XO OX XOXOXOXXO,0
XOXXOX  OOXX OXOOXXO  OXXXXOOXOOXOOOOX XOXXXX XXXXOX  XXXXOXXOOOOO OO XXXOOXOO OOXXX OOXOO  OX XXX OX OXOOX O OXOX OXXOOXOOOOO O XOOXXO X XXOOOOOOOXOO XXXOXOX OXOXOXXXXX,0
 O    XOXXOOX XOXOXOXXX XOX XXOO OXXXOX OOXOOO  XOXOX OXOXOOOOXXOXX X X  OXXOXXOOOOOXXO OOOX  O  XX  XOXOOO XXOXXOXXXX OOOOOOXOOOO OX XOOXOXX XXXOOX OOXXXXOOOXX OXOXXOXO,0
XOOXX  O OXX  O XXOO XX XXO OX    XOX  O O XXO  XO OXXXOO O XO OOOO   O X OX XXX    OXOXXOO O X XXOOX  XXOXO XXOOO   X OOO XX  O XX XXOO XOOOXOX XOOXX  X O OXOOX OX XXOO,1
XOOXOOOXOOOOOOXXOOXXOXXOOXOXOOOOOXOXO XXXXOXXXXXXXOXOOOOXOXXXOOXOXOOXXOOXXOOXOXOOOXOXOOXXOXXOXOOXOXOXXOOOOOXXOXOOOXOXOOXXXXOXOOOOOOOXOXXXXXXXOXXOXOXXXOXXOXOXOXXXXOXOXOXX,0
XXOXOOOXOXXXXOOXXOOOOXOOXOOXOOOXOXOOXXXXOOXXOXXXOOOOXXOXXOOOXOXOXXOXXOXXOOXXXXXXOOOOXXOOOXOOXXXOXOOXXXXXOXOXXOXOOOXXXXOXXOXOOXOXXOXOXXOOOOOOXXOOXXXOOOXOOXOXOOXXOXOOXOXXO,1
OOXXOOOXXXXOXXOXOXXOOOOXXOXOOOOXXX XOOXOXOOO  OXO XXOXXXXXXXO OOOXOOXOX  XXXXXXOXXXOOXXOOXOOOX OOXOXOOOOXO XOOXXOOOXXOXOOXOOO OX OXXOXXXOOXOOXXOOOXOOXXXXXOOOXOXXOXXXXOXO,0
XOOOOXXOXXOXOOOOOXXXXXXXOOOXXXXOXXXXOOXXXOOXOOOOXOOXOXXOOOXXXOOXXOOOXOXOXOOOXXOOXOOXXOOOOXOXXXOXOXXXXXXXXOOXOXXXXXXXXXOOOXXOXXOXXXOXOOOOOOOOOXOXXOXOXXOXOOOOOXOOOO XOOXOX,0
O XOX X XX   OO XO XOOXOXXXO XO O OXOO  X XOX OXOO OOXOXO O XXX   OX OO XOOOXOXOXO OOX  OXXOOX XO XO O XOOOXXO X    OXX OXX XXOOOXXOX XOX XX  XO OX OXXX XO XX  O OXOOXXO,1
XXXXXOOOXOXXOOXOOXXOOXOOOOOOXOX OXXOXXOXXOXOOXOOXOXXOOXXXXOXOXXOOXXOOXOXOOXOOOOXOXOXOXXXXXOOXOXOOO OOOXOOOXXXOXXXOOXXOOOOXXXOOXXOXO XXXXXXOXXOXXOXOXOOOOOOOOXXXXXOOXXOX X,1
OXXOXOXXOXOOOXOXOXXXXXOOOXOXOOXXXXOOOXOOOOOXXOOOOOXOOXXXOOXXXXXXXXOXOXXOXXOXOXOOXXOOXOXXXOXOXOOXXOOXXXOOXOOXXOXXOOXXXXOOXOOXXOXXXXXOXXOXOOXXOXOOXOOXOOOOXOXXXOOOOOOXOOOOX,1
XOOOOOXOOXXOO OXXOO  XXXXOO OOOXXOXO OOOO XOOOXOOXO XXOOXXOOXXOO OXOXXOOOOOOO XOXOXXOXXXOX  XXOXOOXXOXOXXXXOOXOXXXXOXX XO OO OOXXO OXXOXXXO O O XOX X X OXOXX XXXX XXXXOO,0
XOXXXOOOOXOOXXXOXOOOOOOOXXXXOXOOX XOOOOOXXOXXOOXXXXXOOXOOXXXXXX XXOOX XOXOXX XOXOOOXXOXOXOXOOXXOXOOXXOXOXXXXXXXOOOXXOOOXOOOXXXXOXXXXO XOOOXOXOOOOOXOXOOOXXOOOOOX OOX OXOX,0
OOOOXXOXXXXXXOXOOX O OXXXO OOOXOXOX XOXOXXXXOOXOOXXOXXOOOOXOXXOXOOXO OXOOXOXXXOOXOXOOXOXXOXOXXXOOOOXOXXOOOOOOOOXOXXXXOXOOOOOOX XXOX OX XOOXXOX OOXXXOOXOXXXXXXXOOXOXXOXX ,1
XXXOOXXXXOOX OXXOXXXOOXOXXX XOOOXOOXOX OXOXOXOOOXOOOXOXOXOOOOOX OOOX OXOXOOOOXOXXO O OXXXXXOXOOX XOXOXO OOXX XOOOX OXOOOXXO XX OXXXOXOX XOXXXX OOXXOOX XXX O XOO XOXOXOOX,0
OOXX   OXOOO OOOOXXXXXOOO XXX OOOXXXOOOXXO OXX XXOX OOOOO OXXO OXXO XOXXOX XO  OOO XOX O XOOXXOOX XXOXXXXXXXXOXOOXOXOXOOXX O OOXXOXXOOXXX    O XXXO O   XXOXOXOOOO XXOXO ,1
XOOXOOOOOXXOXXXOOXOOXOOXOOXXOXXOOXXOX   X OOXOX OOXOOOXOXXXX XXOX OOXXO XOO XO OXOOO XXO XOXOXOXOOOOOOOOOOXOXOXXOXOXXXOOOXXXOXXXXXXOOOXOX XOXXOOOXXXXOXOXOX OOOXXX XXX  X,0
OOOXOOOOOXXXXXOXOOOXXOOOOOXXOO XXO O XXO OXXOOXXOXOO OXXOOOXXOXOXOXOO XOXOXXOXXOXO XXXOXOXOOX XXX OOX OXXXOOOXOOXXOXOOOOOXXXXXOXXOXXXOXXXOO XXOOOOX OXOOX XOOXOXXOXXOOXXX,0
OXOXOXOOXOXOXXOOOOOOO XOOXOOXOXXOOOXXOOXOXXOOXXOOXXXOXXOOOXXXOOXOXXOXOOOOXXOOOOXOXXXXXXXXXXOXXXOO XOXXX OXOXOXOOXXXXXXXOOXOOOOXXXXOOOOXXOXXOXOOXXOOOOXOXOXXXOOOXXXOOXOOOX,0
XXXOXXXOOOXOOOXOOXXOOXOOXOOXOX XOOOOOXXXOXOXXXXOOOO OXXOOOXOOXXOXXOXXOOO OXXXOXOXXXXOXOOOX OX X OXXOO XOOXOOXOOXXX O OOXOOOXOXXX XXXXOOXXOXOXOOXOXXXXO XXXXXOOOXOOXOOOXOX,0
OXXXXOXXXXXOXXO XOOOOOOOXXXOXOXO XO XOXOXXOOOOXXXOXXXXOXXOOXOXXXOO XOOOOOXXXXOOOOOOXXXX  XOX XXXOOOOXO OXXOXOXXXXOX OO XOOOOOOOOXXXOXOXOXOXXOOOOXXXXOOXXXXOXOOXOOOXOOXOOX,1
XXOOOXXXXXOXOX  XXXXXOOXXOXOOXOXOOXOOXOXXOXOX XXOO XXOOXOOXXOOOXXXOOOOXX XXXOOOOXXOOOXOOOXXOXOOXOOXXXOOXXOOOXOXOOXXXXOXXXOOOXXOXXXOOXOXXOOOOOXOXXOOXOXXOXOXOOXXOXXOOOOOOX,0
 OXOOOXXOXOOXXOXOOX OOXXXXO OOXOOXX OOX XOOXOX XOOOXXXXO XOXXXXXXXOOOOOOOOOXXOXX OOOXXOOOXOOOOXOO XXXOXOOXOOOXOXXXXXXXX XXOOOXOX OXOOOXXXXO O XO OOXX X OOXXXOOXXXXXOOOXX,1
 XOXXXOXXX  OXXO  O OX  XO OOXO OXO X XX O   XXO OO OXOO XOXOXXOOXO OXXXX    XOOO XOXXXXXXOOOO OXO XO O X  XXOOOXXXO  XXOOXOXOXXOXOOOOOO XXOO OO  XO X XXO XOO  XOX   X X,1
XXXXOOOOOXXXOXOOOOXOOOOXXXOOXXOXOXOXOOOXOOOXXOXXOXXOOXXXXXXOXXXXXOXXXXXOXOOXOOOOOOOOXXXOXXOXXXOXOOXOOOOOOXOXXOXXOXXXOOOOXXOOXXXXOXXOXOOOXOOOXXOOOXXXXXOXOOOXOXXOXOXOXOOXO,1
OOOXOOOXOOOOXXX XOXOOOOOOX OXXXXXXXXOOXOXOXXXOXXOXOOOXOXXOOXOOOXXOOOXOXXXXOXXXOOXXXXXOXX XXOOOOXXOOOOOOXOXOXOXOXXOOOXXOOOXOXXOXXXOOOOXXXXXOO OXXXXOXOXOXOXXXXOOOXXOOOXOXO,1
OX   XXOXOOOXXXO  OOXOOOO  XO  XOOXX OOXXX OOOOXXOX  OXOXX   OOO X XOXXOXX X OOXXO X OXXOX  XX O O XXOOOX XXX XXOOO OOXXOOO XXOXXOOOXXOOO O XX OOOXOXXXXOX OXXXOOXO OXOXX,1
 XO   X OXXOOXXOOX XX OXOOX XX X OXOXXOXX XOO X  OOOXO XXXX O XXOXXXXX OOO OOO X O OXOXO OO  OX X   OX OOOXXOXOOOXXO XOXOOOOOXOX XX OO XOOO OXOOOXXXO OXXXXOXXXOX XOOOXXO,0
XXOOXXXOXOXXOXXXO XXOXXOXXXXOOXXOO OOXOX OXOXOOXXXOOXOXXXO XOXOXXOOOOOXXXXXOOOOXOOXOOOOXOOOXXOOOXOOXOXXXO OOOOXOOXOXXXXXXXXXXXOOOOOOOX OO XXXOOOOOOXXOOOOOOOXXOXXXXOXXXXX,0
OOOXXOOO XOOOOXXXXOOOXOOXOOXOXXXXXXXXXOXOOXOXOXOXOOOXOOXXOOXX OX XXOOXXOOXXXXO OXOOOXOXOXOOOXXOOOXOOXOXOOX XXOOOXXXOOXXXOOOOXOXXXXX OXXOXXXXOOXOXOXOXXXOXXOOOOXOOXOOXXXOX,1
OXX XX  OXXXO  XXO OOOX OX XXOOX XXOOXO OOOOOOOXOOOXOOOOOXO X OXOXOOOXXOOXXX XOXXO XOX O X OOOXX XO    OXOXO X XOO XXXO OXOOXOXOXX XOX  XX X O XXXXX OOXXOOOXXOO  O   XXX,1
XXXOXOXOOOXOOXXOXOXOXXOXXOOOOOOOOOOXXXXXOXOOOOXXXXXOOXXOOXOXOOOOXXXOXXXXXXXXOOXXOXOXXOOXXXXOXXOOOOXXXOOXOOXXOOXXOXOXXOXOXOOXOXOOXOXXXOOOXXXOXOXOOOOXXOXOXXOOXOOOOOOXOXXOX,1
XO  O OOXX OXXOX X OOXOOXOOOXXXXOXXXXOO X  XXOXOXXXXXXO XO X XOOX  OX X X O OXXXX OXOXOOO XOOXOXOOX XXXOOOXOOXOXOOOOOXOO XXX OO   OOXOXO   XXXO OO X  XXXO OXOO X OXXOOOO,1
OXXXXXOXO XOOXOXXOXOXXXXOOO XXOO   OX XXXXO O X XX XOOXXXXX  OO OXOOOOXOXOXOO XXOXXOXXXXOOXOOX XXOOXXOXOXOXXX OOXX XOOX OOX XO OOOOXOOOOOOOXO OXX X OOOOOX XXO    OXO OX ,1
OXXXXOX OXX  XOO   XO  OOOO  OOOOOXXX XOOXXOXOOOXX XXX   XXXXXX OOXOOX XO OXOX   O  OXXOXXOOOXXO XXXXOO O O O XOOOX XXO XX OXX OO  XXOXOXXX  XOOOOOOXOOO O OXXXXOXXO OOXO,0
OXOOOXOOXXXXOXOOXXOXXOXXXO OXXXOOOOXXOXXX OOXX OXOO  OO OXO OXXXOOX OXOXXOOOXOO XXOXXXOXOOX O XOX XXXOXX OOXOOOXXOOX XOO OOOX XXXOOOOXXOXO OXO  XXOOX XXXOOOX OXOX XO OXX,0
OOOXXXXOOXXXOOXOXXXOOXOXOXOXXOXOXXOXOXOOXXXOXOOOOXOXOOXXXXOOOXOOXOXXOXXOXOOOXOXOOOXXXOOOOOXXXOOXOOXOOXXOXOXXOOOOOOOXOOOOXOOXOXXXXOOXOXOXXXOXXXOXXXXXOXOXXOOXOOXXXXOXXOXOX,1
O XOOO OXOXOXOX XXOXXO XOOXXXXOXXXXX OOXOXOOXXXXOOOOXOOO OXOXOOXXOOXXOOOXOXXOOXXOOOOXXXXXOXOXOXOOOOXOOXOXOXXXXOOOXXOXX OXX XXOXXXOOXOOXXOOOXOXOOOXOXO XOOXOOXOXOOXXOXOXXX,0
XXXXX XXXXX XXOO OO  XO XOXOXOXOXOOXO  XOXX XXOXOOOXXOX OOOOXOOXX X OOX  OXOOX XX OXXOOOOXXOXO XOO XOXXOXOOO OXOXO XXO OOOXXXOOOOXXXOX XX O OOXXXO OXXXXO OOOOOOXXXOXOO O,0
XOXOOXOOXXOOXXXXXXXOOOXOXXOOXOXOXOXOXXOXXOXXOOXOOXOOOOO XOXXXXOOXOXXOXOXXOXXXXXXOOXXOOOOXXOXOOOOXXOOOXOXOOXXOOOOOXXOXXOOOXOOOXOXXXXXXOXOXOOXXOXOXXXXXOXOXXOOXXOOOXOXOOOOO,0
XXOXOOOX OXOXXOOOOXOOXOXOXOOOXOXXXXXOOXOOXXOOXOXOXXOXOXXOXXOXOXOOXXOOOXO XOXXOXXOOOOOOX XXXOXXXXXXOOXO XXOO XXOOO XXXXO  XOOXX OXOO  OXXXOXXXOOOO XO XXXXOOXOXOOXOXXOOO O,1
XOOXOXOOOXOO XXXX XXOOXOOX OXXOXXOXXOOXOO XOXOOX OXOXXOOXOOXXOXOOXXXOXOXXOOXXOOXXXXOXXXOOXXO XXOOXXOXXOXOOOOOXXOOOOXXXXOXOOOOOXOOXXXOOOXXXXO OOXOOOXXXXOXOXOXXOOXO  OO X ,0
OOXX X OOOX XOOOOXOXXXOXXXXXXOXXXOXXXX XOXXOO XXOOOOOOXOOOXXXOXXXO XOOOOXXOOOOXOXXXOXOXOXOOOOXOXOXXXX OXOOOXO XOXOXXOOOXXX OOOOXX XXOXOXOOXXOOXXXOOXOOOOOXO XOOXXXXOOOX X,1
XO  XO XOXOOXXXOOX  X OXXX XO X XOOXOXO XXOO  XXXX  OXOO  XO XOOOXXX OXOXOXO OX OXX OOOOX OX O XO OO XXOOOXOXOXOOOOX  OXXXOOXOXXXXOOXOO XOX OXXOXOO XO  X XOOOXOX OXOOXXX,0
XOX OXOXXX X XO X OXXXOOXO OOXXXOO XXOXXOO X XOOX XX OOOXXX  OOO X XXXOOX  OXXXXX OOXOOOXOX OXXXOXOOXX O OXXOOXXOOXOX  XOOOO OOXOOX X X  XO OOO XOX OXXOO OXX XX O OOO OO,1
OOOOOOXX XXOO OXO OOO X  X   OXXOXXOXXXOXXOOO OXXXXOO XOOXXXX OOOXO XXXXXXOOOOOOXXOXOX     OOOXOOO XOX OXXXOOXXOO OOOOOXOOOOXX O XOXOX XOXX  O XX OOXXOXXXOXXXO XXXXOX XX,1
